from_machine,to_machine,with_handling_sec
M29,M19,293.714
M29,M20,297.997
M29,M21,277.205
M29,M22,288.205
M29,M23,299.205
M29,M24,310.205
M29,M25,281.507
M29,M26,179.53
M29,M27,118.784
M29,M28,129.784
M29,M30,31.0
M29,M31,64.992
M29,M32,75.992
M29,M33,86.992
M29,M34,97.992
M29,M35,108.992
M29,M36,138.584
M29,M37,136.384
M29,M38,147.384
M29,M39,158.384
M29,M40,103.384
M29,M41,82.592
M29,M42,93.592
M29,M43,104.592
M29,M44,115.592
M29,M45,126.592
M29,M46,156.184
M29,M47,167.184
M29,M48,178.184
M29,M49,189.184
M29,M50,200.184
M29,M51,134.745
M29,M52,145.745
M29,M53,156.745
M29,M54,167.745
M29,M55,178.745
M29,M56,208.338
M29,M57,206.138
M29,M58,217.138
M29,M59,228.138
M29,M60,173.138
M29,M61,152.345
M29,M62,163.345
M29,M63,174.345
M29,M64,185.345
M29,M65,196.345
M29,M66,225.938
M29,M67,223.738
M29,M68,234.738
M29,M69,245.738
M29,M70,190.738
M29,M71,169.945
M29,M72,180.945
M29,M73,191.945
M29,M74,202.945
M29,M75,213.945
M29,M76,243.538
M29,M77,241.338
M29,M78,252.338
M29,M79,263.338
M29,M80,208.338
M29,M81,187.545
M29,M82,198.545
M29,M83,209.545
M29,M84,220.545
M29,M85,231.545
M29,M86,261.138
M29,M87,258.938
M29,M88,269.938
M29,M89,280.938
M29,M90,225.938
M29,M91,205.145
M29,M92,216.145
M29,M93,227.145
M29,M94,238.145
M29,M95,249.145
M29,M96,278.738
M29,M97,289.738
M29,M98,300.738
M29,M99,311.738
M29,M100,322.738
M30,M1,246.299
M30,M2,257.299
M30,M3,268.299
M30,M4,279.299
M30,M5,290.299
M30,M6,203.73
M30,M7,214.73
M30,M8,225.73
M30,M9,236.73
M30,M10,247.73
M30,M11,248.605
M30,M12,259.605
M30,M13,264.122
M30,M14,275.122
M30,M15,286.122
M30,M16,249.714
M30,M17,260.714
M30,M18,271.714
M30,M19,282.714
M30,M20,286.997
M30,M21,266.205
M30,M22,277.205
M30,M23,288.205
M30,M24,299.205
M30,M25,270.507
M30,M26,168.53
M30,M27,107.784
M30,M28,118.784
M30,M29,129.784
M30,M31,53.992
M30,M32,64.992
M30,M33,75.992
M30,M34,86.992
M30,M35,97.992
M30,M36,127.584
M30,M37,125.384
M30,M38,136.384
M30,M39,147.384
M30,M40,92.384
M30,M41,71.592
M30,M42,82.592
M30,M43,93.592
M30,M44,104.592
M30,M45,115.592
M30,M46,145.184
M30,M47,156.184
M30,M48,167.184
M30,M49,178.184
M30,M50,189.184
M30,M51,123.745
M30,M52,134.745
M30,M53,145.745
M30,M54,156.745
M30,M55,167.745
M30,M56,197.338
M30,M57,195.138
M30,M58,206.138
M30,M59,217.138
M30,M60,162.138
M30,M61,141.345
M30,M62,152.345
M30,M63,163.345
M30,M64,174.345
M30,M65,185.345
M30,M66,214.938
M30,M67,212.738
M30,M68,223.738
M30,M69,234.738
M30,M70,179.738
M30,M71,158.945
M30,M72,169.945
M30,M73,180.945
M30,M74,191.945
M30,M75,202.945
M30,M76,232.538
M30,M77,230.338
M30,M78,241.338
M30,M79,252.338
M30,M80,197.338
M30,M81,176.545
M30,M82,187.545
M30,M83,198.545
M30,M84,209.545
M30,M85,220.545
M30,M86,250.138
M30,M87,247.938
M30,M88,258.938
M30,M89,269.938
M30,M90,214.938
M30,M91,194.145
M30,M92,205.145
M30,M93,216.145
M30,M94,227.145
M30,M95,238.145
M30,M96,267.738
M30,M97,278.738
M30,M98,289.738
M30,M99,300.738
M30,M100,311.738
M31,M1,267.091
M31,M2,278.091
M31,M3,289.091
M31,M4,300.091
M31,M5,311.091
M31,M6,169.738
M31,M7,180.738
M31,M8,191.738
M31,M9,202.738
M31,M10,213.738
M31,M11,247.73
M31,M12,258.73
M31,M13,230.13
M31,M14,241.13
M31,M15,252.13
M31,M16,215.722
M31,M17,226.722
M31,M18,237.722
M31,M19,248.722
M31,M20,259.722
M31,M21,265.33
M31,M22,276.33
M31,M23,276.114
M31,M24,287.114
M31,M25,236.514
M31,M26,134.538
M31,M27,73.792
M31,M28,84.792
M31,M29,95.792
M31,M30,40.792
M31,M32,31.0
M31,M33,42.0
M31,M34,53.0
M31,M35,64.0
M31,M36,93.592
M31,M37,104.592
M31,M38,115.592
M31,M39,126.592
M31,M40,113.177
M31,M41,92.384
M31,M42,103.384
M31,M43,114.384
M31,M44,125.384
M31,M45,114.384
M31,M46,143.977
M31,M47,154.977
M31,M48,165.977
M31,M49,176.977
M31,M50,187.977
M31,M51,144.538
M31,M52,155.538
M31,M53,166.538
M31,M54,177.538
M31,M55,188.538
M31,M56,218.13
M31,M57,215.93
M31,M58,226.93
M31,M59,237.93
M31,M60,182.93
M31,M61,162.138
M31,M62,173.138
M31,M63,184.138
M31,M64,195.138
M31,M65,206.138
M31,M66,235.73
M31,M67,233.53
M31,M68,244.53
M31,M69,255.53
M31,M70,200.53
M31,M71,179.738
M31,M72,190.738
M31,M73,201.738
M31,M74,212.738
M31,M75,223.738
M31,M76,253.33
M31,M77,251.13
M31,M78,262.13
M31,M79,273.13
M31,M80,218.13
M31,M81,197.338
M31,M82,208.338
M31,M83,219.338
M31,M84,230.338
M31,M85,241.338
M31,M86,270.93
M31,M87,268.73
M31,M88,279.73
M31,M89,290.73
M31,M90,235.73
M31,M91,214.938
M31,M92,225.938
M31,M93,236.938
M31,M94,247.938
M31,M95,258.938
M31,M96,288.53
M31,M97,299.53
M31,M98,310.53
M31,M99,321.53
M31,M100,332.53
M32,M1,270.491
M32,M2,281.491
M32,M3,292.491
M32,M4,303.491
M32,M5,314.491
M32,M6,158.738
M32,M7,169.738
M32,M8,180.738
M32,M9,191.738
M32,M10,202.738
M32,M11,236.73
M32,M12,247.73
M32,M13,219.13
M32,M14,230.13
M32,M15,241.13
M32,M16,204.722
M32,M17,215.722
M32,M18,226.722
M32,M19,237.722
M32,M20,248.722
M32,M21,254.33
M32,M22,265.33
M32,M23,265.114
M32,M24,276.114
M32,M25,225.514
M32,M26,123.538
M32,M27,62.792
M32,M28,73.792
M32,M29,84.792
M32,M30,95.792
M32,M31,129.784
M32,M33,31.0
M32,M34,42.0
M32,M35,53.0
M32,M36,82.592
M32,M37,93.592
M32,M38,104.592
M32,M39,115.592
M32,M40,126.592
M32,M41,147.384
M32,M42,158.384
M32,M43,142.984
M32,M44,153.984
M32,M45,103.384
M32,M46,132.977
M32,M47,143.977
M32,M48,154.977
M32,M49,165.977
M32,M50,176.977
M32,M51,199.538
M32,M52,210.538
M32,M53,221.538
M32,M54,232.538
M32,M55,243.538
M32,M56,273.13
M32,M57,270.93
M32,M58,281.93
M32,M59,292.93
M32,M60,237.93
M32,M61,217.138
M32,M62,228.138
M32,M63,239.138
M32,M64,250.138
M32,M65,261.138
M32,M66,290.73
M32,M67,288.53
M32,M68,299.53
M32,M69,310.53
M32,M70,255.53
M32,M71,234.738
M32,M72,245.738
M32,M73,256.738
M32,M74,267.738
M32,M75,278.738
M32,M76,308.33
M32,M77,306.13
M32,M78,317.13
M32,M79,328.13
M32,M80,273.13
M32,M81,252.338
M32,M82,263.338
M32,M83,274.338
M32,M84,285.338
M32,M85,296.338
M32,M86,325.93
M32,M87,323.73
M32,M88,334.73
M32,M89,345.73
M32,M90,290.73
M32,M91,269.938
M32,M92,280.938
M32,M93,291.938
M32,M94,302.938
M32,M95,313.938
M32,M96,343.53
M32,M97,354.53
M32,M98,365.53
M32,M99,376.53
M32,M100,387.53
M33,M1,259.491
M33,M2,270.491
M33,M3,281.491
M33,M4,292.491
M33,M5,303.491
M33,M6,147.738
M33,M7,158.738
M33,M8,169.738
M33,M9,180.738
M33,M10,191.738
M33,M11,225.73
M33,M12,236.73
M33,M13,208.13
M33,M14,219.13
M33,M15,230.13
M33,M16,193.722
M33,M17,204.722
M33,M18,215.722
M33,M19,226.722
M33,M20,237.722
M33,M21,243.33
M33,M22,254.33
M33,M23,254.114
M33,M24,265.114
M33,M25,214.514
M33,M26,112.538
M33,M27,51.792
M33,M28,62.792
M33,M29,73.792
M33,M30,84.792
M33,M31,118.784
M33,M32,129.784
M33,M34,31.0
M33,M35,42.0
M33,M36,71.592
M33,M37,82.592
M33,M38,93.592
M33,M39,104.592
M33,M40,115.592
M33,M41,136.384
M33,M42,147.384
M33,M43,131.984
M33,M44,142.984
M33,M45,92.384
M33,M46,121.977
M33,M47,132.977
M33,M48,143.977
M33,M49,154.977
M33,M50,165.977
M33,M51,188.538
M33,M52,199.538
M33,M53,210.538
M33,M54,221.538
M33,M55,232.538
M33,M56,262.13
M33,M57,259.93
M33,M58,270.93
M33,M59,281.93
M33,M60,226.93
M33,M61,206.138
M33,M62,217.138
M33,M63,228.138
M33,M64,239.138
M33,M65,250.138
M33,M66,279.73
M33,M67,277.53
M33,M68,288.53
M33,M69,299.53
M33,M70,244.53
M33,M71,223.738
M33,M72,234.738
M33,M73,245.738
M33,M74,256.738
M33,M75,267.738
M33,M76,297.33
M33,M77,295.13
M33,M78,306.13
M33,M79,317.13
M33,M80,262.13
M33,M81,241.338
M33,M82,252.338
M33,M83,263.338
M33,M84,274.338
M33,M85,285.338
M33,M86,314.93
M33,M87,312.73
M33,M88,323.73
M33,M89,334.73
M33,M90,279.73
M33,M91,258.938
M33,M92,269.938
M33,M93,280.938
M33,M94,291.938
M33,M95,302.938
M33,M96,332.53
M33,M97,343.53
M33,M98,354.53
M33,M99,365.53
M33,M100,376.53
M34,M1,248.491
M34,M2,259.491
M34,M3,270.491
M34,M4,281.491
M34,M5,292.491
M34,M6,136.738
M34,M7,147.738
M34,M8,158.738
M34,M9,169.738
M34,M10,180.738
M34,M11,214.73
M34,M12,225.73
M34,M13,197.13
M34,M14,208.13
M34,M15,219.13
M34,M16,182.722
M34,M17,193.722
M34,M18,204.722
M34,M19,215.722
M34,M20,226.722
M34,M21,232.33
M34,M22,243.33
M34,M23,243.114
M34,M24,254.114
M34,M25,203.514
M34,M26,101.538
M34,M27,40.792
M34,M28,51.792
M34,M29,62.792
M34,M30,73.792
M34,M31,107.784
M34,M32,118.784
M34,M33,90.184
M34,M35,31.0
M34,M36,60.592
M34,M37,71.592
M34,M38,82.592
M34,M39,93.592
M34,M40,104.592
M34,M41,125.384
M34,M42,136.384
M34,M43,120.984
M34,M44,131.984
M34,M45,81.384
M34,M46,110.977
M34,M47,121.977
M34,M48,132.977
M34,M49,143.977
M34,M50,154.977
M34,M51,177.538
M34,M52,188.538
M34,M53,199.538
M34,M54,210.538
M34,M55,221.538
M34,M56,251.13
M34,M57,248.93
M34,M58,259.93
M34,M59,270.93
M34,M60,215.93
M34,M61,195.138
M34,M62,206.138
M34,M63,217.138
M34,M64,228.138
M34,M65,239.138
M34,M66,268.73
M34,M67,266.53
M34,M68,277.53
M34,M69,288.53
M34,M70,233.53
M34,M71,212.738
M34,M72,223.738
M34,M73,234.738
M34,M74,245.738
M34,M75,256.738
M34,M76,286.33
M34,M77,284.13
M34,M78,295.13
M34,M79,306.13
M34,M80,251.13
M34,M81,230.338
M34,M82,241.338
M34,M83,252.338
M34,M84,263.338
M34,M85,274.338
M34,M86,303.93
M34,M87,301.73
M34,M88,312.73
M34,M89,323.73
M34,M90,268.73
M34,M91,247.938
M34,M92,258.938
M34,M93,269.938
M34,M94,280.938
M34,M95,291.938
M34,M96,321.53
M34,M97,332.53
M34,M98,343.53
M34,M99,354.53
M34,M100,365.53
M35,M1,237.491
M35,M2,248.491
M35,M3,259.491
M35,M4,270.491
M35,M5,281.491
M35,M6,125.738
M35,M7,136.738
M35,M8,147.738
M35,M9,158.738
M35,M10,169.738
M35,M11,203.73
M35,M12,214.73
M35,M13,186.13
M35,M14,197.13
M35,M15,208.13
M35,M16,171.722
M35,M17,182.722
M35,M18,193.722
M35,M19,204.722
M35,M20,215.722
M35,M21,221.33
M35,M22,232.33
M35,M23,232.114
M35,M24,243.114
M35,M25,192.514
M35,M26,90.538
M35,M27,101.538
M35,M28,112.538
M35,M29,123.538
M35,M30,134.538
M35,M31,168.53
M35,M32,179.53
M35,M33,150.93
M35,M34,161.93
M35,M36,49.592
M35,M37,60.592
M35,M38,71.592
M35,M39,82.592
M35,M40,93.592
M35,M41,127.584
M35,M42,138.584
M35,M43,109.984
M35,M44,120.984
M35,M45,70.384
M35,M46,99.977
M35,M47,110.977
M35,M48,121.977
M35,M49,132.977
M35,M50,143.977
M35,M51,179.738
M35,M52,190.738
M35,M53,201.738
M35,M54,212.738
M35,M55,223.738
M35,M56,253.33
M35,M57,251.13
M35,M58,262.13
M35,M59,273.13
M35,M60,218.13
M35,M61,197.338
M35,M62,208.338
M35,M63,219.338
M35,M64,230.338
M35,M65,241.338
M35,M66,270.93
M35,M67,268.73
M35,M68,279.73
M35,M69,290.73
M35,M70,235.73
M35,M71,214.938
M35,M72,225.938
M35,M73,236.938
M35,M74,247.938
M35,M75,258.938
M35,M76,288.53
M35,M77,286.33
M35,M78,297.33
M35,M79,308.33
M35,M80,253.33
M35,M81,232.538
M35,M82,243.538
M35,M83,254.538
M35,M84,265.538
M35,M85,276.538
M35,M86,306.13
M35,M87,303.93
M35,M88,314.93
M35,M89,325.93
M35,M90,270.93
M35,M91,250.138
M35,M92,261.138
M35,M93,272.138
M35,M94,283.138
M35,M95,294.138
M35,M96,322.53
M35,M97,333.53
M35,M98,344.53
M35,M99,355.53
M35,M100,366.53
M36,M1,272.699
M36,M2,283.699
M36,M3,294.699
M36,M4,305.699
M36,M5,316.699
M36,M6,317.091
M36,M7,328.091
M36,M8,339.091
M36,M9,350.091
M36,M10,295.797
M36,M11,275.005
M36,M12,286.005
M36,M13,297.005
M36,M14,308.005
M36,M15,319.005
M36,M16,348.597
M36,M17,346.397
M36,M18,357.397
M36,M19,368.397
M36,M20,313.397
M36,M21,292.605
M36,M22,303.605
M36,M23,314.605
M36,M24,325.605
M36,M25,336.605
M36,M26,281.891
M36,M27,292.891
M36,M28,303.891
M36,M29,314.891
M36,M30,325.891
M36,M31,310.205
M36,M32,321.205
M36,M33,332.205
M36,M34,343.205
M36,M35,302.683
M36,M37,31.0
M36,M38,42.0
M36,M39,53.0
M36,M40,64.0
M36,M41,97.992
M36,M42,108.992
M36,M43,80.392
M36,M44,91.392
M36,M45,40.792
M36,M46,70.384
M36,M47,81.384
M36,M48,92.384
M36,M49,103.384
M36,M50,114.384
M36,M51,150.145
M36,M52,161.145
M36,M53,172.145
M36,M54,183.145
M36,M55,194.145
M36,M56,223.738
M36,M57,221.538
M36,M58,232.538
M36,M59,243.538
M36,M60,188.538
M36,M61,167.745
M36,M62,178.745
M36,M63,189.745
M36,M64,200.745
M36,M65,211.745
M36,M66,241.338
M36,M67,239.138
M36,M68,250.138
M36,M69,261.138
M36,M70,206.138
M36,M71,185.345
M36,M72,196.345
M36,M73,207.345
M36,M74,218.345
M36,M75,229.345
M36,M76,258.938
M36,M77,256.738
M36,M78,267.738
M36,M79,278.738
M36,M80,223.738
M36,M81,202.945
M36,M82,213.945
M36,M83,224.945
M36,M84,235.945
M36,M85,246.945
M36,M86,276.538
M36,M87,274.338
M36,M88,285.338
M36,M89,296.338
M36,M90,241.338
M36,M91,220.545
M36,M92,231.545
M36,M93,242.545
M36,M94,253.545
M36,M95,264.545
M36,M96,294.138
M36,M97,305.138
M36,M98,316.138
M36,M99,327.138
M36,M100,338.138
M37,M1,261.699
M37,M2,272.699
M37,M3,283.699
M37,M4,294.699
M37,M5,305.699
M37,M6,306.091
M37,M7,317.091
M37,M8,328.091
M37,M9,339.091
M37,M10,284.797
M37,M11,264.005
M37,M12,275.005
M37,M13,286.005
M37,M14,297.005
M37,M15,308.005
M37,M16,337.597
M37,M17,335.397
M37,M18,346.397
M37,M19,357.397
M37,M20,302.397
M37,M21,281.605
M37,M22,292.605
M37,M23,303.605
M37,M24,314.605
M37,M25,325.605
M37,M26,270.891
M37,M27,281.891
M37,M28,292.891
M37,M29,303.891
M37,M30,314.891
M37,M31,299.205
M37,M32,310.205
M37,M33,321.205
M37,M34,332.205
M37,M35,291.683
M37,M36,321.275
M37,M38,31.0
M37,M39,42.0
M37,M40,53.0
M37,M41,86.992
M37,M42,97.992
M37,M43,69.392
M37,M44,80.392
M37,M45,91.392
M37,M46,120.984
M37,M47,131.984
M37,M48,142.984
M37,M49,153.984
M37,M50,164.984
M37,M51,139.145
M37,M52,150.145
M37,M53,161.145
M37,M54,172.145
M37,M55,183.145
M37,M56,212.738
M37,M57,210.538
M37,M58,221.538
M37,M59,232.538
M37,M60,177.538
M37,M61,156.745
M37,M62,167.745
M37,M63,178.745
M37,M64,189.745
M37,M65,200.745
M37,M66,230.338
M37,M67,228.138
M37,M68,239.138
M37,M69,250.138
M37,M70,195.138
M37,M71,174.345
M37,M72,185.345
M37,M73,196.345
M37,M74,207.345
M37,M75,218.345
M37,M76,247.938
M37,M77,245.738
M37,M78,256.738
M37,M79,267.738
M37,M80,212.738
M37,M81,191.945
M37,M82,202.945
M37,M83,213.945
M37,M84,224.945
M37,M85,235.945
M37,M86,265.538
M37,M87,263.338
M37,M88,274.338
M37,M89,285.338
M37,M90,230.338
M37,M91,209.545
M37,M92,220.545
M37,M93,231.545
M37,M94,242.545
M37,M95,253.545
M37,M96,283.138
M37,M97,294.138
M37,M98,305.138
M37,M99,316.138
M37,M100,327.138
M38,M1,250.699
M38,M2,261.699
M38,M3,272.699
M38,M4,283.699
M38,M5,294.699
M38,M6,295.091
M38,M7,306.091
M38,M8,317.091
M38,M9,328.091
M38,M10,273.797
M38,M11,253.005
M38,M12,264.005
M38,M13,275.005
M38,M14,286.005
M38,M15,297.005
M38,M16,326.597
M38,M17,324.397
M38,M18,335.397
M38,M19,346.397
M38,M20,291.397
M38,M21,270.605
M38,M22,281.605
M38,M23,292.605
M38,M24,303.605
M38,M25,314.605
M38,M26,259.891
M38,M27,270.891
M38,M28,281.891
M38,M29,292.891
M38,M30,303.891
M38,M31,288.205
M38,M32,299.205
M38,M33,310.205
M38,M34,321.205
M38,M35,280.683
M38,M36,310.275
M38,M37,90.184
M38,M39,31.0
M38,M40,42.0
M38,M41,75.992
M38,M42,86.992
M38,M43,58.392
M38,M44,69.392
M38,M45,80.392
M38,M46,109.984
M38,M47,120.984
M38,M48,131.984
M38,M49,142.984
M38,M50,153.984
M38,M51,128.145
M38,M52,139.145
M38,M53,150.145
M38,M54,161.145
M38,M55,172.145
M38,M56,201.738
M38,M57,199.538
M38,M58,210.538
M38,M59,221.538
M38,M60,166.538
M38,M61,145.745
M38,M62,156.745
M38,M63,167.745
M38,M64,178.745
M38,M65,189.745
M38,M66,219.338
M38,M67,217.138
M38,M68,228.138
M38,M69,239.138
M38,M70,184.138
M38,M71,163.345
M38,M72,174.345
M38,M73,185.345
M38,M74,196.345
M38,M75,207.345
M38,M76,236.938
M38,M77,234.738
M38,M78,245.738
M38,M79,256.738
M38,M80,201.738
M38,M81,180.945
M38,M82,191.945
M38,M83,202.945
M38,M84,213.945
M38,M85,224.945
M38,M86,254.538
M38,M87,252.338
M38,M88,263.338
M38,M89,274.338
M38,M90,219.338
M38,M91,198.545
M38,M92,209.545
M38,M93,220.545
M38,M94,231.545
M38,M95,242.545
M38,M96,272.138
M38,M97,283.138
M38,M98,294.138
M38,M99,305.138
M38,M100,316.138
M39,M1,239.699
M39,M2,250.699
M39,M3,261.699
M39,M4,272.699
M39,M5,283.699
M39,M6,284.091
M39,M7,295.091
M39,M8,306.091
M39,M9,317.091
M39,M10,262.797
M39,M11,242.005
M39,M12,253.005
M39,M13,264.005
M39,M14,275.005
M39,M15,286.005
M39,M16,315.597
M39,M17,313.397
M39,M18,324.397
M39,M19,335.397
M39,M20,280.397
M39,M21,259.605
M39,M22,270.605
M39,M23,281.605
M39,M24,292.605
M39,M25,303.605
M39,M26,248.891
M39,M27,259.891
M39,M28,270.891
M39,M29,281.891
M39,M30,292.891
M39,M31,277.205
M39,M32,288.205
M39,M33,299.205
M39,M34,310.205
M39,M35,269.683
M39,M36,299.275
M39,M37,118.784
M39,M38,129.784
M39,M40,31.0
M39,M41,64.992
M39,M42,75.992
M39,M43,86.992
M39,M44,97.992
M39,M45,108.992
M39,M46,138.584
M39,M47,149.584
M39,M48,160.584
M39,M49,171.584
M39,M50,182.584
M39,M51,117.145
M39,M52,128.145
M39,M53,139.145
M39,M54,150.145
M39,M55,161.145
M39,M56,190.738
M39,M57,188.538
M39,M58,199.538
M39,M59,210.538
M39,M60,155.538
M39,M61,134.745
M39,M62,145.745
M39,M63,156.745
M39,M64,167.745
M39,M65,178.745
M39,M66,208.338
M39,M67,206.138
M39,M68,217.138
M39,M69,228.138
M39,M70,173.138
M39,M71,152.345
M39,M72,163.345
M39,M73,174.345
M39,M74,185.345
M39,M75,196.345
M39,M76,225.938
M39,M77,223.738
M39,M78,234.738
M39,M79,245.738
M39,M80,190.738
M39,M81,169.945
M39,M82,180.945
M39,M83,191.945
M39,M84,202.945
M39,M85,213.945
M39,M86,243.538
M39,M87,241.338
M39,M88,252.338
M39,M89,263.338
M39,M90,208.338
M39,M91,187.545
M39,M92,198.545
M39,M93,209.545
M39,M94,220.545
M39,M95,231.545
M39,M96,261.138
M39,M97,272.138
M39,M98,283.138
M39,M99,294.138
M39,M100,305.138
M40,M1,228.699
M40,M2,239.699
M40,M3,250.699
M40,M4,261.699
M40,M5,272.699
M40,M6,273.091
M40,M7,284.091
M40,M8,295.091
M40,M9,306.091
M40,M10,251.797
M40,M11,231.005
M40,M12,242.005
M40,M13,253.005
M40,M14,264.005
M40,M15,275.005
M40,M16,304.597
M40,M17,302.397
M40,M18,313.397
M40,M19,324.397
M40,M20,269.397
M40,M21,248.605
M40,M22,259.605
M40,M23,270.605
M40,M24,281.605
M40,M25,292.605
M40,M26,237.891
M40,M27,248.891
M40,M28,259.891
M40,M29,270.891
M40,M30,281.891
M40,M31,266.205
M40,M32,277.205
M40,M33,288.205
M40,M34,299.205
M40,M35,258.683
M40,M36,288.275
M40,M37,107.784
M40,M38,118.784
M40,M39,129.784
M40,M41,53.992
M40,M42,64.992
M40,M43,75.992
M40,M44,86.992
M40,M45,97.992
M40,M46,127.584
M40,M47,138.584
M40,M48,149.584
M40,M49,160.584
M40,M50,171.584
M40,M51,106.145
M40,M52,117.145
M40,M53,128.145
M40,M54,139.145
M40,M55,150.145
M40,M56,179.738
M40,M57,177.538
M40,M58,188.538
M40,M59,199.538
M40,M60,144.538
M40,M61,123.745
M40,M62,134.745
M40,M63,145.745
M40,M64,156.745
M40,M65,167.745
M40,M66,197.338
M40,M67,195.138
M40,M68,206.138
M40,M69,217.138
M40,M70,162.138
M40,M71,141.345
M40,M72,152.345
M40,M73,163.345
M40,M74,174.345
M40,M75,185.345
M40,M76,214.938
M40,M77,212.738
M40,M78,223.738
M40,M79,234.738
M40,M80,179.738
M40,M81,158.945
M40,M82,169.945
M40,M83,180.945
M40,M84,191.945
M40,M85,202.945
M40,M86,232.538
M40,M87,230.338
M40,M88,241.338
M40,M89,252.338
M40,M90,197.338
M40,M91,176.545
M40,M92,187.545
M40,M93,198.545
M40,M94,209.545
M40,M95,220.545
M40,M96,250.138
M40,M97,261.138
M40,M98,272.138
M40,M99,283.138
M40,M100,294.138
M41,M1,249.491
M41,M2,260.491
M41,M3,271.491
M41,M4,282.491
M41,M5,293.491
M41,M6,293.883
M41,M7,304.883
M41,M8,315.883
M41,M9,326.883
M41,M10,272.589
M41,M11,251.797
M41,M12,262.797
M41,M13,273.797
M41,M14,284.797
M41,M15,295.797
M41,M16,325.389
M41,M17,323.189
M41,M18,334.189
M41,M19,345.189
M41,M20,290.189
M41,M21,269.397
M41,M22,280.397
M41,M23,291.397
M41,M24,302.397
M41,M25,313.397
M41,M26,258.683
M41,M27,269.683
M41,M28,280.683
M41,M29,291.683
M41,M30,302.683
M41,M31,286.997
M41,M32,297.997
M41,M33,308.997
M41,M34,319.997
M41,M35,279.475
M41,M36,309.067
M41,M37,73.792
M41,M38,84.792
M41,M39,95.792
M41,M40,40.792
M41,M42,31.0
M41,M43,42.0
M41,M44,53.0
M41,M45,64.0
M41,M46,93.592
M41,M47,104.592
M41,M48,115.592
M41,M49,126.592
M41,M50,137.592
M41,M51,126.938
M41,M52,137.938
M41,M53,148.938
M41,M54,159.938
M41,M55,170.938
M41,M56,200.53
M41,M57,198.33
M41,M58,209.33
M41,M59,220.33
M41,M60,165.33
M41,M61,144.538
M41,M62,155.538
M41,M63,166.538
M41,M64,177.538
M41,M65,188.538
M41,M66,218.13
M41,M67,215.93
M41,M68,226.93
M41,M69,237.93
M41,M70,182.93
M41,M71,162.138
M41,M72,173.138
M41,M73,184.138
M41,M74,195.138
M41,M75,206.138
M41,M76,235.73
M41,M77,233.53
M41,M78,244.53
M41,M79,255.53
M41,M80,200.53
M41,M81,179.738
M41,M82,190.738
M41,M83,201.738
M41,M84,212.738
M41,M85,223.738
M41,M86,253.33
M41,M87,251.13
M41,M88,262.13
M41,M89,273.13
M41,M90,218.13
M41,M91,197.338
M41,M92,208.338
M41,M93,219.338
M41,M94,230.338
M41,M95,241.338
M41,M96,270.93
M41,M97,281.93
M41,M98,292.93
M41,M99,303.93
M41,M100,314.93
M42,M1,304.491
M42,M2,315.491
M42,M3,326.491
M42,M4,337.491
M42,M5,348.491
M42,M6,348.883
M42,M7,359.883
M42,M8,370.883
M42,M9,381.883
M42,M10,327.589
M42,M11,306.797
M42,M12,317.797
M42,M13,328.797
M42,M14,339.797
M42,M15,350.797
M42,M16,380.389
M42,M17,378.189
M42,M18,389.189
M42,M19,400.189
M42,M20,345.189
M42,M21,324.397
M42,M22,335.397
M42,M23,346.397
M42,M24,357.397
M42,M25,368.397
M42,M26,313.683
M42,M27,324.683
M42,M28,335.683
M42,M29,346.683
M42,M30,357.683
M42,M31,341.997
M42,M32,352.997
M42,M33,363.997
M42,M34,374.997
M42,M35,334.475
M42,M36,364.067
M42,M37,62.792
M42,M38,73.792
M42,M39,84.792
M42,M40,95.792
M42,M41,129.784
M42,M43,31.0
M42,M44,42.0
M42,M45,53.0
M42,M46,82.592
M42,M47,93.592
M42,M48,104.592
M42,M49,115.592
M42,M50,126.592
M42,M51,181.938
M42,M52,192.938
M42,M53,203.938
M42,M54,214.938
M42,M55,225.938
M42,M56,255.53
M42,M57,253.33
M42,M58,264.33
M42,M59,275.33
M42,M60,220.33
M42,M61,199.538
M42,M62,210.538
M42,M63,221.538
M42,M64,232.538
M42,M65,243.538
M42,M66,273.13
M42,M67,270.93
M42,M68,281.93
M42,M69,292.93
M42,M70,237.93
M42,M71,217.138
M42,M72,228.138
M42,M73,239.138
M42,M74,250.138
M42,M75,261.138
M42,M76,290.73
M42,M77,288.53
M42,M78,299.53
M42,M79,310.53
M42,M80,255.53
M42,M81,234.738
M42,M82,245.738
M42,M83,256.738
M42,M84,267.738
M42,M85,278.738
M42,M86,308.33
M42,M87,306.13
M42,M88,317.13
M42,M89,328.13
M42,M90,273.13
M42,M91,252.338
M42,M92,263.338
M42,M93,274.338
M42,M94,285.338
M42,M95,296.338
M42,M96,325.93
M42,M97,336.93
M42,M98,347.93
M42,M99,358.93
M42,M100,369.93
M43,M1,293.491
M43,M2,304.491
M43,M3,315.491
M43,M4,326.491
M43,M5,337.491
M43,M6,337.883
M43,M7,348.883
M43,M8,359.883
M43,M9,370.883
M43,M10,316.589
M43,M11,295.797
M43,M12,306.797
M43,M13,317.797
M43,M14,328.797
M43,M15,339.797
M43,M16,369.389
M43,M17,367.189
M43,M18,378.189
M43,M19,389.189
M43,M20,334.189
M43,M21,313.397
M43,M22,324.397
M43,M23,335.397
M43,M24,346.397
M43,M25,357.397
M43,M26,302.683
M43,M27,313.683
M43,M28,324.683
M43,M29,335.683
M43,M30,346.683
