from_machine,to_machine,with_handling_sec
M85,M67,182.722
M85,M68,193.722
M85,M69,204.722
M85,M70,215.722
M85,M71,221.33
M85,M72,232.33
M85,M73,232.114
M85,M74,243.114
M85,M75,254.114
M85,M76,90.538
M85,M77,101.538
M85,M78,112.538
M85,M79,123.538
M85,M80,134.538
M85,M81,168.53
M85,M82,179.53
M85,M83,150.93
M85,M84,161.93
M85,M86,49.592
M85,M87,60.592
M85,M88,71.592
M85,M89,82.592
M85,M90,93.592
M85,M91,127.584
M85,M92,138.584
M85,M93,109.984
M85,M94,120.984
M85,M95,131.984
M85,M96,95.577
M85,M97,106.577
M85,M98,117.577
M85,M99,128.577
M85,M100,139.577
M86,M1,150.145
M86,M2,161.145
M86,M3,172.145
M86,M4,183.145
M86,M5,194.145
M86,M6,223.738
M86,M7,221.538
M86,M8,232.538
M86,M9,243.538
M86,M10,188.538
M86,M11,167.745
M86,M12,178.745
M86,M13,189.745
M86,M14,200.745
M86,M15,211.745
M86,M16,241.338
M86,M17,239.138
M86,M18,250.138
M86,M19,261.138
M86,M20,206.138
M86,M21,185.345
M86,M22,196.345
M86,M23,207.345
M86,M24,218.345
M86,M25,229.345
M86,M26,258.938
M86,M27,256.738
M86,M28,267.738
M86,M29,278.738
M86,M30,223.738
M86,M31,202.945
M86,M32,213.945
M86,M33,224.945
M86,M34,235.945
M86,M35,246.945
M86,M36,276.538
M86,M37,274.338
M86,M38,285.338
M86,M39,296.338
M86,M40,241.338
M86,M41,220.545
M86,M42,231.545
M86,M43,242.545
M86,M44,253.545
M86,M45,264.545
M86,M46,294.138
M86,M47,305.138
M86,M48,316.138
M86,M49,327.138
M86,M50,338.138
M86,M51,272.699
M86,M52,283.699
M86,M53,294.699
M86,M54,305.699
M86,M55,316.699
M86,M56,316.691
M86,M57,327.691
M86,M58,338.691
M86,M59,349.691
M86,M60,311.091
M86,M61,290.299
M86,M62,301.299
M86,M63,312.299
M86,M64,323.299
M86,M65,334.299
M86,M66,362.675
M86,M67,361.691
M86,M68,372.691
M86,M69,383.691
M86,M70,328.691
M86,M71,307.899
M86,M72,318.899
M86,M73,329.899
M86,M74,340.899
M86,M75,351.899
M86,M76,281.491
M86,M77,292.491
M86,M78,303.491
M86,M79,314.491
M86,M80,325.491
M86,M81,325.499
M86,M82,336.499
M86,M83,341.883
M86,M84,352.883
M86,M85,363.883
M86,M87,31.0
M86,M88,42.0
M86,M89,53.0
M86,M90,64.0
M86,M91,97.992
M86,M92,108.992
M86,M93,80.392
M86,M94,91.392
M86,M95,102.392
M86,M96,131.984
M86,M97,142.984
M86,M98,153.984
M86,M99,164.984
M86,M100,175.984
M87,M1,139.145
M87,M2,150.145
M87,M3,161.145
M87,M4,172.145
M87,M5,183.145
M87,M6,212.738
M87,M7,210.538
M87,M8,221.538
M87,M9,232.538
M87,M10,177.538
M87,M11,156.745
M87,M12,167.745
M87,M13,178.745
M87,M14,189.745
M87,M15,200.745
M87,M16,230.338
M87,M17,228.138
M87,M18,239.138
M87,M19,250.138
M87,M20,195.138
M87,M21,174.345
M87,M22,185.345
M87,M23,196.345
M87,M24,207.345
M87,M25,218.345
M87,M26,247.938
M87,M27,245.738
M87,M28,256.738
M87,M29,267.738
M87,M30,212.738
M87,M31,191.945
M87,M32,202.945
M87,M33,213.945
M87,M34,224.945
M87,M35,235.945
M87,M36,265.538
M87,M37,263.338
M87,M38,274.338
M87,M39,285.338
M87,M40,230.338
M87,M41,209.545
M87,M42,220.545
M87,M43,231.545
M87,M44,242.545
M87,M45,253.545
M87,M46,283.138
M87,M47,294.138
M87,M48,305.138
M87,M49,316.138
M87,M50,327.138
M87,M51,261.699
M87,M52,272.699
M87,M53,283.699
M87,M54,294.699
M87,M55,305.699
M87,M56,305.691
M87,M57,316.691
M87,M58,327.691
M87,M59,338.691
M87,M60,300.091
M87,M61,279.299
M87,M62,290.299
M87,M63,301.299
M87,M64,312.299
M87,M65,323.299
M87,M66,351.675
M87,M67,350.691
M87,M68,361.691
M87,M69,372.691
M87,M70,317.691
M87,M71,296.899
M87,M72,307.899
M87,M73,318.899
M87,M74,329.899
M87,M75,340.899
M87,M76,270.491
M87,M77,281.491
M87,M78,292.491
M87,M79,303.491
M87,M80,314.491
M87,M81,314.499
M87,M82,325.499
M87,M83,330.883
M87,M84,341.883
M87,M85,352.883
M87,M86,316.475
M87,M88,31.0
M87,M89,42.0
M87,M90,53.0
M87,M91,86.992
M87,M92,97.992
M87,M93,69.392
M87,M94,80.392
M87,M95,91.392
M87,M96,120.984
M87,M97,131.984
M87,M98,142.984
M87,M99,153.984
M87,M100,164.984
M88,M1,128.145
M88,M2,139.145
M88,M3,150.145
M88,M4,161.145
M88,M5,172.145
M88,M6,201.738
M88,M7,199.538
M88,M8,210.538
M88,M9,221.538
M88,M10,166.538
M88,M11,145.745
M88,M12,156.745
M88,M13,167.745
M88,M14,178.745
M88,M15,189.745
M88,M16,219.338
M88,M17,217.138
M88,M18,228.138
M88,M19,239.138
M88,M20,184.138
M88,M21,163.345
M88,M22,174.345
M88,M23,185.345
M88,M24,196.345
M88,M25,207.345
M88,M26,236.938
M88,M27,234.738
M88,M28,245.738
M88,M29,256.738
M88,M30,201.738
M88,M31,180.945
M88,M32,191.945
M88,M33,202.945
M88,M34,213.945
M88,M35,224.945
M88,M36,254.538
M88,M37,252.338
M88,M38,263.338
M88,M39,274.338
M88,M40,219.338
M88,M41,198.545
M88,M42,209.545
M88,M43,220.545
M88,M44,231.545
M88,M45,242.545
M88,M46,272.138
M88,M47,283.138
M88,M48,294.138
M88,M49,305.138
M88,M50,316.138
M88,M51,250.699
M88,M52,261.699
M88,M53,272.699
M88,M54,283.699
M88,M55,294.699
M88,M56,294.691
M88,M57,305.691
M88,M58,316.691
M88,M59,327.691
M88,M60,289.091
M88,M61,268.299
M88,M62,279.299
M88,M63,290.299
M88,M64,301.299
M88,M65,312.299
M88,M66,340.675
M88,M67,339.691
M88,M68,350.691
M88,M69,361.691
M88,M70,306.691
M88,M71,285.899
M88,M72,296.899
M88,M73,307.899
M88,M74,318.899
M88,M75,329.899
M88,M76,259.491
M88,M77,270.491
M88,M78,281.491
M88,M79,292.491
M88,M80,303.491
M88,M81,303.499
M88,M82,314.499
M88,M83,319.883
M88,M84,330.883
M88,M85,341.883
M88,M86,305.475
M88,M87,90.184
M88,M89,31.0
M88,M90,42.0
M88,M91,75.992
M88,M92,86.992
M88,M93,58.392
M88,M94,69.392
M88,M95,80.392
M88,M96,109.984
M88,M97,120.984
M88,M98,131.984
M88,M99,142.984
M88,M100,153.984
M89,M1,117.145
M89,M2,128.145
M89,M3,139.145
M89,M4,150.145
M89,M5,161.145
M89,M6,190.738
M89,M7,188.538
M89,M8,199.538
M89,M9,210.538
M89,M10,155.538
M89,M11,134.745
M89,M12,145.745
M89,M13,156.745
M89,M14,167.745
M89,M15,178.745
M89,M16,208.338
M89,M17,206.138
M89,M18,217.138
M89,M19,228.138
M89,M20,173.138
M89,M21,152.345
M89,M22,163.345
M89,M23,174.345
M89,M24,185.345
M89,M25,196.345
M89,M26,225.938
M89,M27,223.738
M89,M28,234.738
M89,M29,245.738
M89,M30,190.738
M89,M31,169.945
M89,M32,180.945
M89,M33,191.945
M89,M34,202.945
M89,M35,213.945
M89,M36,243.538
M89,M37,241.338
M89,M38,252.338
M89,M39,263.338
M89,M40,208.338
M89,M41,187.545
M89,M42,198.545
M89,M43,209.545
M89,M44,220.545
M89,M45,231.545
M89,M46,261.138
M89,M47,272.138
M89,M48,283.138
M89,M49,294.138
M89,M50,305.138
M89,M51,239.699
M89,M52,250.699
M89,M53,261.699
M89,M54,272.699
M89,M55,283.699
M89,M56,283.691
M89,M57,294.691
M89,M58,305.691
M89,M59,316.691
M89,M60,278.091
M89,M61,257.299
M89,M62,268.299
M89,M63,279.299
M89,M64,290.299
M89,M65,301.299
M89,M66,329.675
M89,M67,328.691
M89,M68,339.691
M89,M69,350.691
M89,M70,295.691
M89,M71,274.899
M89,M72,285.899
M89,M73,296.899
M89,M74,307.899
M89,M75,318.899
M89,M76,248.491
M89,M77,259.491
M89,M78,270.491
M89,M79,281.491
M89,M80,292.491
M89,M81,292.499
M89,M82,303.499
M89,M83,308.883
M89,M84,319.883
M89,M85,330.883
M89,M86,294.475
M89,M87,118.784
M89,M88,129.784
M89,M90,31.0
M89,M91,64.992
M89,M92,75.992
M89,M93,86.992
M89,M94,97.992
M89,M95,108.992
M89,M96,138.584
M89,M97,149.584
M89,M98,160.584
M89,M99,171.584
M89,M100,182.584
M90,M1,106.145
M90,M2,117.145
M90,M3,128.145
M90,M4,139.145
M90,M5,150.145
M90,M6,179.738
M90,M7,177.538
M90,M8,188.538
M90,M9,199.538
M90,M10,144.538
M90,M11,123.745
M90,M12,134.745
M90,M13,145.745
M90,M14,156.745
M90,M15,167.745
M90,M16,197.338
M90,M17,195.138
M90,M18,206.138
M90,M19,217.138
M90,M20,162.138
M90,M21,141.345
M90,M22,152.345
M90,M23,163.345
M90,M24,174.345
M90,M25,185.345
M90,M26,214.938
M90,M27,212.738
M90,M28,223.738
M90,M29,234.738
M90,M30,179.738
M90,M31,158.945
M90,M32,169.945
M90,M33,180.945
M90,M34,191.945
M90,M35,202.945
M90,M36,232.538
M90,M37,230.338
M90,M38,241.338
M90,M39,252.338
M90,M40,197.338
M90,M41,176.545
M90,M42,187.545
M90,M43,198.545
M90,M44,209.545
M90,M45,220.545
M90,M46,250.138
M90,M47,261.138
M90,M48,272.138
M90,M49,283.138
M90,M50,294.138
M90,M51,228.699
M90,M52,239.699
M90,M53,250.699
M90,M54,261.699
M90,M55,272.699
M90,M56,272.691
M90,M57,283.691
M90,M58,294.691
M90,M59,305.691
M90,M60,267.091
M90,M61,246.299
M90,M62,257.299
M90,M63,268.299
M90,M64,279.299
M90,M65,290.299
M90,M66,318.675
M90,M67,317.691
M90,M68,328.691
M90,M69,339.691
M90,M70,284.691
M90,M71,263.899
M90,M72,274.899
M90,M73,285.899
M90,M74,296.899
M90,M75,307.899
M90,M76,237.491
M90,M77,248.491
M90,M78,259.491
M90,M79,270.491
M90,M80,281.491
M90,M81,281.499
M90,M82,292.499
M90,M83,297.883
M90,M84,308.883
M90,M85,319.883
M90,M86,283.475
M90,M87,107.784
M90,M88,118.784
M90,M89,129.784
M90,M91,53.992
M90,M92,64.992
M90,M93,75.992
M90,M94,86.992
M90,M95,97.992
M90,M96,127.584
M90,M97,138.584
M90,M98,149.584
M90,M99,160.584
M90,M100,171.584
M91,M1,126.938
M91,M2,137.938
M91,M3,148.938
M91,M4,159.938
M91,M5,170.938
M91,M6,200.53
M91,M7,198.33
M91,M8,209.33
M91,M9,220.33
M91,M10,165.33
M91,M11,144.538
M91,M12,155.538
M91,M13,166.538
M91,M14,177.538
M91,M15,188.538
M91,M16,218.13
M91,M17,215.93
M91,M18,226.93
M91,M19,237.93
M91,M20,182.93
M91,M21,162.138
M91,M22,173.138
M91,M23,184.138
M91,M24,195.138
M91,M25,206.138
M91,M26,235.73
M91,M27,233.53
M91,M28,244.53
M91,M29,255.53
M91,M30,200.53
M91,M31,179.738
M91,M32,190.738
M91,M33,201.738
M91,M34,212.738
M91,M35,223.738
M91,M36,253.33
M91,M37,251.13
M91,M38,262.13
M91,M39,273.13
M91,M40,218.13
M91,M41,197.338
M91,M42,208.338
M91,M43,219.338
M91,M44,230.338
M91,M45,241.338
M91,M46,270.93
M91,M47,281.93
M91,M48,292.93
M91,M49,303.93
M91,M50,314.93
M91,M51,249.491
M91,M52,260.491
M91,M53,271.491
M91,M54,282.491
M91,M55,293.491
M91,M56,293.483
M91,M57,304.483
M91,M58,315.483
M91,M59,326.483
M91,M60,287.883
M91,M61,267.091
M91,M62,278.091
M91,M63,289.091
M91,M64,300.091
M91,M65,311.091
M91,M66,339.467
M91,M67,338.483
M91,M68,349.483
M91,M69,360.483
M91,M70,305.483
M91,M71,284.691
M91,M72,295.691
M91,M73,306.691
M91,M74,317.691
M91,M75,328.691
M91,M76,258.283
M91,M77,269.283
M91,M78,280.283
M91,M79,291.283
M91,M80,302.283
M91,M81,302.291
M91,M82,313.291
M91,M83,318.675
M91,M84,329.675
M91,M85,340.675
M91,M86,304.267
M91,M87,73.792
M91,M88,84.792
M91,M89,95.792
M91,M90,40.792
M91,M92,31.0
M91,M93,42.0
M91,M94,53.0
M91,M95,64.0
M91,M96,93.592
M91,M97,104.592
M91,M98,115.592
M91,M99,126.592
M91,M100,137.592
M92,M1,181.938
M92,M2,192.938
M92,M3,203.938
M92,M4,214.938
M92,M5,225.938
M92,M6,255.53
M92,M7,253.33
M92,M8,264.33
M92,M9,275.33
M92,M10,220.33
M92,M11,199.538
M92,M12,210.538
M92,M13,221.538
M92,M14,232.538
M92,M15,243.538
M92,M16,273.13
M92,M17,270.93
M92,M18,281.93
M92,M19,292.93
M92,M20,237.93
M92,M21,217.138
M92,M22,228.138
M92,M23,239.138
M92,M24,250.138
M92,M25,261.138
M92,M26,290.73
M92,M27,288.53
M92,M28,299.53
M92,M29,310.53
M92,M30,255.53
M92,M31,234.738
M92,M32,245.738
M92,M33,256.738
M92,M34,267.738
M92,M35,278.738
M92,M36,308.33
M92,M37,306.13
M92,M38,317.13
M92,M39,328.13
M92,M40,273.13
M92,M41,252.338
M92,M42,263.338
M92,M43,274.338
M92,M44,285.338
M92,M45,296.338
M92,M46,325.93
M92,M47,336.93
M92,M48,347.93
M92,M49,358.93
M92,M50,369.93
M92,M51,304.491
M92,M52,315.491
M92,M53,326.491
M92,M54,337.491
M92,M55,348.491
M92,M56,348.483
M92,M57,359.483
M92,M58,370.483
M92,M59,381.483
M92,M60,342.883
M92,M61,322.091
M92,M62,333.091
M92,M63,344.091
M92,M64,355.091
M92,M65,366.091
M92,M66,394.467
M92,M67,393.483
M92,M68,404.483
M92,M69,415.483
M92,M70,360.483
M92,M71,339.691
M92,M72,350.691
M92,M73,361.691
M92,M74,372.691
M92,M75,383.691
M92,M76,313.283
M92,M77,324.283
M92,M78,335.283
M92,M79,346.283
M92,M80,357.283
M92,M81,357.291
M92,M82,368.291
M92,M83,373.675
M92,M84,384.675
M92,M85,395.675
M92,M86,359.267
M92,M87,62.792
M92,M88,73.792
M92,M89,84.792
M92,M90,95.792
M92,M91,129.784
M92,M93,31.0
M92,M94,42.0
M92,M95,53.0
M92,M96,82.592
M92,M97,93.592
M92,M98,104.592
M92,M99,115.592
M92,M100,126.592
M93,M1,170.938
M93,M2,181.938
M93,M3,192.938
M93,M4,203.938
M93,M5,214.938
M93,M6,244.53
M93,M7,242.33
M93,M8,253.33
M93,M9,264.33
M93,M10,209.33
M93,M11,188.538
M93,M12,199.538
M93,M13,210.538
M93,M14,221.538
M93,M15,232.538
M93,M16,262.13
M93,M17,259.93
M93,M18,270.93
M93,M19,281.93
M93,M20,226.93
M93,M21,206.138
M93,M22,217.138
M93,M23,228.138
M93,M24,239.138
M93,M25,250.138
M93,M26,279.73
M93,M27,277.53
M93,M28,288.53
M93,M29,299.53
M93,M30,244.53
M93,M31,223.738
M93,M32,234.738
M93,M33,245.738
M93,M34,256.738
M93,M35,267.738
M93,M36,297.33
M93,M37,295.13
M93,M38,306.13
M93,M39,317.13
M93,M40,262.13
M93,M41,241.338
M93,M42,252.338
M93,M43,263.338
M93,M44,274.338
M93,M45,285.338
M93,M46,314.93
M93,M47,325.93
M93,M48,336.93
M93,M49,347.93
M93,M50,358.93
M93,M51,293.491
M93,M52,304.491
M93,M53,315.491
M93,M54,326.491
M93,M55,337.491
M93,M56,337.483
M93,M57,348.483
M93,M58,359.483
M93,M59,370.483
M93,M60,331.883
M93,M61,311.091
M93,M62,322.091
M93,M63,333.091
M93,M64,344.091
M93,M65,355.091
M93,M66,383.467
M93,M67,382.483
M93,M68,393.483
M93,M69,404.483
M93,M70,349.483
M93,M71,328.691
M93,M72,339.691
M93,M73,350.691
M93,M74,361.691
M93,M75,372.691
M93,M76,302.283
M93,M77,313.283
M93,M78,324.283
M93,M79,335.283
M93,M80,346.283
M93,M81,346.291
M93,M82,357.291
M93,M83,362.675
M93,M84,373.675
M93,M85,384.675
M93,M86,348.267
M93,M87,51.792
M93,M88,62.792
M93,M89,73.792
M93,M90,84.792
M93,M91,118.784
M93,M92,129.784
M93,M94,31.0
M93,M95,42.0
M93,M96,71.592
M93,M97,82.592
M93,M98,93.592
M93,M99,104.592
M93,M100,115.592
M94,M1,159.938
M94,M2,170.938
M94,M3,181.938
M94,M4,192.938
M94,M5,203.938
M94,M6,233.53
M94,M7,231.33
M94,M8,242.33
M94,M9,253.33
M94,M10,198.33
M94,M11,177.538
M94,M12,188.538
M94,M13,199.538
M94,M14,210.538
M94,M15,221.538
M94,M16,251.13
M94,M17,248.93
M94,M18,259.93
M94,M19,270.93
M94,M20,215.93
M94,M21,195.138
M94,M22,206.138
M94,M23,217.138
M94,M24,228.138
M94,M25,239.138
M94,M26,268.73
M94,M27,266.53
M94,M28,277.53
M94,M29,288.53
M94,M30,233.53
M94,M31,212.738
M94,M32,223.738
M94,M33,234.738
M94,M34,245.738
M94,M35,256.738
M94,M36,286.33
M94,M37,284.13
M94,M38,295.13
M94,M39,306.13
M94,M40,251.13
M94,M41,230.338
M94,M42,241.338
M94,M43,252.338
M94,M44,263.338
M94,M45,274.338
M94,M46,303.93
M94,M47,314.93
M94,M48,325.93
M94,M49,336.93
M94,M50,347.93
M94,M51,282.491
M94,M52,293.491
M94,M53,304.491
M94,M54,315.491
M94,M55,326.491
M94,M56,326.483
M94,M57,337.483
M94,M58,348.483
M94,M59,359.483
M94,M60,320.883
M94,M61,300.091
M94,M62,311.091
M94,M63,322.091
M94,M64,333.091
M94,M65,344.091
M94,M66,372.467
M94,M67,371.483
M94,M68,382.483
M94,M69,393.483
M94,M70,338.483
M94,M71,317.691
M94,M72,328.691
M94,M73,339.691
M94,M74,350.691
M94,M75,361.691
M94,M76,291.283
M94,M77,302.283
M94,M78,313.283
M94,M79,324.283
M94,M80,335.283
M94,M81,335.291
M94,M82,346.291
M94,M83,351.675
M94,M84,362.675
M94,M85,373.675
M94,M86,337.267
M94,M87,40.792
M94,M88,51.792
M94,M89,62.792
M94,M90,73.792
M94,M91,107.784
M94,M92,118.784
M94,M93,90.184
M94,M95,31.0
M94,M96,60.592
M94,M97,71.592
M94,M98,82.592
M94,M99,93.592
M94,M100,104.592
M95,M1,162.138
M95,M2,173.138
M95,M3,184.138
M95,M4,195.138
M95,M5,206.138
M95,M6,235.73
M95,M7,233.53
M95,M8,244.53
M95,M9,255.53
M95,M10,200.53
M95,M11,179.738
M95,M12,190.738
M95,M13,201.738
M95,M14,212.738
M95,M15,223.738
M95,M16,253.33
M95,M17,251.13
M95,M18,262.13
M95,M19,273.13
M95,M20,218.13
M95,M21,197.338
M95,M22,208.338
M95,M23,219.338
M95,M24,230.338
M95,M25,241.338
M95,M26,270.93
M95,M27,268.73
M95,M28,279.73
M95,M29,290.73
M95,M30,235.73
M95,M31,214.938
M95,M32,225.938
M95,M33,236.938
M95,M34,247.938
M95,M35,258.938
M95,M36,288.53
M95,M37,286.33
M95,M38,297.33
M95,M39,308.33
M95,M40,253.33
M95,M41,232.538
M95,M42,243.538
M95,M43,254.538
M95,M44,265.538
M95,M45,276.538
M95,M46,306.13
M95,M47,317.13
M95,M48,328.13
M95,M49,339.13
M95,M50,350.13
M95,M51,284.691
M95,M52,295.691
M95,M53,306.691
M95,M54,317.691
M95,M55,328.691
M95,M56,328.683
M95,M57,339.683
M95,M58,350.683
M95,M59,361.683
M95,M60,323.083
M95,M61,302.291
M95,M62,313.291
M95,M63,324.291
M95,M64,335.291
M95,M65,346.291
M95,M66,374.667
M95,M67,373.683
M95,M68,384.683
M95,M69,395.683
M95,M70,340.683
M95,M71,319.891
M95,M72,330.891
M95,M73,341.891
M95,M74,352.891
M95,M75,363.891
M95,M76,293.483
M95,M77,304.483
M95,M78,315.483
M95,M79,326.483
M95,M80,337.483
M95,M81,337.491
M95,M82,348.491
M95,M83,353.875
M95,M84,364.875
M95,M85,375.875
M95,M86,339.467
M95,M87,350.467
M95,M88,361.467
M95,M89,372.467
M95,M90,375.883
M95,M91,355.091
M95,M92,366.091
M95,M93,377.091
M95,M94,388.091
M95,M96,49.592
M95,M97,60.592
M95,M98,71.592
M95,M99,82.592
M95,M100,93.592
M96,M1,132.545
M96,M2,143.545
M96,M3,154.545
M96,M4,165.545
M96,M5,176.545
M96,M6,206.138
M96,M7,203.938
M96,M8,214.938
M96,M9,225.938
M96,M10,170.938
M96,M11,150.145
M96,M12,161.145
M96,M13,172.145
M96,M14,183.145
M96,M15,194.145
M96,M16,223.738
M96,M17,221.538
M96,M18,232.538
M96,M19,243.538
M96,M20,188.538
M96,M21,167.745
M96,M22,178.745
M96,M23,189.745
M96,M24,200.745
M96,M25,211.745
M96,M26,241.338
M96,M27,239.138
M96,M28,250.138
M96,M29,261.138
M96,M30,206.138
M96,M31,185.345
M96,M32,196.345
M96,M33,207.345
M96,M34,218.345
M96,M35,229.345
M96,M36,258.938
M96,M37,256.738
M96,M38,267.738
M96,M39,278.738
M96,M40,223.738
M96,M41,202.945
M96,M42,213.945
M96,M43,224.945
M96,M44,235.945
M96,M45,246.945
M96,M46,276.538
M96,M47,287.538
M96,M48,298.538
M96,M49,309.538
M96,M50,320.538
M96,M51,255.099
M96,M52,266.099
M96,M53,277.099
M96,M54,288.099
M96,M55,299.099
M96,M56,299.091
M96,M57,310.091
M96,M58,321.091
M96,M59,332.091
M96,M60,293.491
M96,M61,272.699
M96,M62,283.699
M96,M63,294.699
M96,M64,305.699
M96,M65,316.699
M96,M66,345.075
M96,M67,344.091
M96,M68,355.091
M96,M69,366.091
M96,M70,311.091
M96,M71,290.299
M96,M72,301.299
M96,M73,312.299
M96,M74,323.299
M96,M75,334.299
M96,M76,263.891
M96,M77,274.891
M96,M78,285.891
M96,M79,296.891
M96,M80,307.891
M96,M81,307.899
M96,M82,318.899
M96,M83,324.283
M96,M84,335.283
M96,M85,346.283
M96,M86,309.875
M96,M87,320.875
M96,M88,331.875
M96,M89,342.875
M96,M90,346.291
M96,M91,325.499
M96,M92,336.499
M96,M93,347.499
M96,M94,358.499
M96,M95,369.499
M96,M97,31.0
M96,M98,42.0
M96,M99,53.0
M96,M100,64.0
M97,M1,121.545
M97,M2,132.545
M97,M3,143.545
M97,M4,154.545
M97,M5,165.545
M97,M6,195.138
M97,M7,192.938
M97,M8,203.938
M97,M9,214.938
M97,M10,159.938
M97,M11,139.145
M97,M12,150.145
M97,M13,161.145
M97,M14,172.145
M97,M15,183.145
M97,M16,212.738
M97,M17,210.538
M97,M18,221.538
M97,M19,232.538
M97,M20,177.538
M97,M21,156.745
M97,M22,167.745
M97,M23,178.745
M97,M24,189.745
M97,M25,200.745
M97,M26,230.338
M97,M27,228.138
M97,M28,239.138
M97,M29,250.138
M97,M30,195.138
M97,M31,174.345
M97,M32,185.345
M97,M33,196.345
M97,M34,207.345
M97,M35,218.345
M97,M36,247.938
M97,M37,245.738
M97,M38,256.738
M97,M39,267.738
M97,M40,212.738
M97,M41,191.945
M97,M42,202.945
M97,M43,213.945
M97,M44,224.945
M97,M45,235.945
M97,M46,265.538
M97,M47,276.538
M97,M48,287.538
M97,M49,298.538
M97,M50,309.538
M97,M51,244.099
M97,M52,255.099
M97,M53,266.099
M97,M54,277.099
M97,M55,288.099
M97,M56,288.091
M97,M57,299.091
M97,M58,310.091
M97,M59,321.091
M97,M60,282.491
M97,M61,261.699
M97,M62,272.699
M97,M63,283.699
M97,M64,294.699
M97,M65,305.699
M97,M66,334.075
M97,M67,333.091
M97,M68,344.091
M97,M69,355.091
M97,M70,300.091
M97,M71,279.299
M97,M72,290.299
M97,M73,301.299
M97,M74,312.299
M97,M75,323.299
M97,M76,252.891
M97,M77,263.891
M97,M78,274.891
M97,M79,285.891
M97,M80,296.891
M97,M81,296.899
M97,M82,307.899
M97,M83,313.283
M97,M84,324.283
M97,M85,335.283
M97,M86,298.875
M97,M87,309.875
M97,M88,320.875
M97,M89,331.875
M97,M90,335.291
M97,M91,314.499
M97,M92,325.499
M97,M93,336.499
M97,M94,347.499
M97,M95,358.499
M97,M96,217.691
M97,M98,31.0
M97,M99,42.0
M97,M100,53.0
M98,M1,110.545
M98,M2,121.545
M98,M3,132.545
M98,M4,143.545
M98,M5,154.545
M98,M6,184.138
M98,M7,181.938
M98,M8,192.938
M98,M9,203.938
M98,M10,148.938
M98,M11,128.145
M98,M12,139.145
M98,M13,150.145
M98,M14,161.145
M98,M15,172.145
M98,M16,201.738
M98,M17,199.538
M98,M18,210.538
M98,M19,221.538
M98,M20,166.538
M98,M21,145.745
M98,M22,156.745
M98,M23,167.745
M98,M24,178.745
M98,M25,189.745
M98,M26,219.338
M98,M27,217.138
M98,M28,228.138
M98,M29,239.138
M98,M30,184.138
M98,M31,163.345
M98,M32,174.345
M98,M33,185.345
M98,M34,196.345
M98,M35,207.345
M98,M36,236.938
M98,M37,234.738
M98,M38,245.738
M98,M39,256.738
M98,M40,201.738
M98,M41,180.945
M98,M42,191.945
M98,M43,202.945
M98,M44,213.945
M98,M45,224.945
M98,M46,254.538
M98,M47,265.538
M98,M48,276.538
M98,M49,287.538
M98,M50,298.538
M98,M51,233.099
M98,M52,244.099
M98,M53,255.099
M98,M54,266.099
M98,M55,277.099
M98,M56,277.091
M98,M57,288.091
M98,M58,299.091
M98,M59,310.091
M98,M60,271.491
M98,M61,250.699
M98,M62,261.699
M98,M63,272.699
M98,M64,283.699
M98,M65,294.699
M98,M66,323.075
M98,M67,322.091
M98,M68,333.091
M98,M69,344.091
M98,M70,289.091
M98,M71,268.299
M98,M72,279.299
M98,M73,290.299
M98,M74,301.299
M98,M75,312.299
M98,M76,241.891
M98,M77,252.891
M98,M78,263.891
M98,M79,274.891
M98,M80,285.891
M98,M81,285.899
M98,M82,296.899
M98,M83,302.283
M98,M84,313.283
M98,M85,324.283
M98,M86,287.875
M98,M87,298.875
M98,M88,309.875
M98,M89,320.875
M98,M90,324.291
M98,M91,303.499
M98,M92,314.499
M98,M93,325.499
M98,M94,336.499
M98,M95,347.499
M98,M96,206.691
M98,M97,217.691
M98,M99,31.0
M98,M100,42.0
M99,M1,99.545
M99,M2,110.545
M99,M3,121.545
M99,M4,132.545
M99,M5,143.545
M99,M6,173.138
M99,M7,170.938
M99,M8,181.938
M99,M9,192.938
M99,M10,137.938
M99,M11,117.145
M99,M12,128.145
M99,M13,139.145
M99,M14,150.145
M99,M15,161.145
M99,M16,190.738
M99,M17,188.538
M99,M18,199.538
M99,M19,210.538
M99,M20,155.538
M99,M21,134.745
M99,M22,145.745
M99,M23,156.745
M99,M24,167.745
M99,M25,178.745
M99,M26,208.338
M99,M27,206.138
M99,M28,217.138
M99,M29,228.138
M99,M30,173.138
M99,M31,152.345
M99,M32,163.345
M99,M33,174.345
M99,M34,185.345
M99,M35,196.345
M99,M36,225.938
M99,M37,223.738
M99,M38,234.738
M99,M39,245.738
M99,M40,190.738
M99,M41,169.945
M99,M42,180.945
M99,M43,191.945
M99,M44,202.945
M99,M45,213.945
M99,M46,243.538
M99,M47,254.538
M99,M48,265.538
M99,M49,276.538
M99,M50,287.538
M99,M51,222.099
M99,M52,233.099
M99,M53,244.099
M99,M54,255.099
M99,M55,266.099
M99,M56,266.091
M99,M57,277.091
M99,M58,288.091
M99,M59,299.091
M99,M60,260.491
M99,M61,239.699
M99,M62,250.699
M99,M63,261.699
M99,M64,272.699
M99,M65,283.699
M99,M66,312.075
M99,M67,311.091
M99,M68,322.091
M99,M69,333.091
M99,M70,278.091
M99,M71,257.299
M99,M72,268.299
M99,M73,279.299
M99,M74,290.299
M99,M75,301.299
M99,M76,230.891
M99,M77,241.891
M99,M78,252.891
