task_id,lot_id,from_step_no,to_step_no,source_machine,source_group,source_bay,dest_machine,dest_group,dest_bay,planned_ready_sec,planned_due_sec,planned_avg_travel_sec,planned_slack_sec
T0027779,L00858,6,7,M1,ETCH_A,Bay1,M19,IMP_A,Bay2,77519.77100000001,77692.34800000001,110.0,62.57700000000477
T0027780,L00858,7,8,M19,IMP_A,Bay2,M68,CMP_C,Bay7,77879.84800000001,78132.18600000002,550.0,-297.6619999999966
T0027781,L00858,8,9,M68,CMP_C,Bay7,M51,PHOTO_C,Bay6,78394.68600000002,81469.5,110.0,2964.813999999984
T0027782,L00858,9,10,M51,PHOTO_C,Bay6,M57,ETCH_C,Bay6,81718.5,81910.342,65.0,126.84200000000419
T0027783,L00858,10,11,M57,ETCH_C,Bay6,M31,CVD_B,Bay4,82077.592,82434.26000000001,220.0,136.66800000000512
T0027784,L00858,11,12,M31,CVD_B,Bay4,M90,IMP_E,Bay9,82925.51000000001,83161.24,550.0,-314.2700000000041
T0027785,L00858,12,13,M90,IMP_E,Bay9,M36,CMP_B,Bay4,83542.99,83775.528,550.0,-317.46199999999953
T0027786,L00858,13,14,M36,CMP_B,Bay4,M98,METRO_D,Bay10,83978.028,84294.16600000001,440.0,-123.86199999999371
T0027787,L00858,14,15,M98,METRO_D,Bay10,M53,PHOTO_C,Bay6,84538.66600000001,87650.25,440.0,2671.583999999988
T0027788,L00858,15,16,M53,PHOTO_C,Bay6,M74,PHOTO_D,Bay8,88041.0,91343.25,220.0,3082.25
T0027789,L00858,16,17,M74,PHOTO_D,Bay8,M92,ETCH_D,Bay10,91449.75,91603.734,220.0,-66.01600000000326
T0027790,L00858,17,18,M92,ETCH_D,Bay10,M12,CVD_A,Bay2,91707.234,91917.772,220.0,-9.461999999999534
T0027791,L00858,18,19,M12,CVD_A,Bay2,M40,METRO_B,Bay4,92082.022,92285.39899999999,220.0,-16.62300000000687
T0027792,L00858,19,20,M40,METRO_B,Bay4,M16,CVD_A,Bay2,92466.89899999999,92784.364,220.0,97.46500000001106
T0027793,L00858,20,21,M16,CVD_A,Bay2,M17,IMP_A,Bay2,92949.364,93015.86700000001,65.0,1.5030000000115251
T0027794,L00858,21,22,M17,IMP_A,Bay2,M38,CMP_B,Bay4,93484.61700000001,93671.60100000001,220.0,-33.01600000000326
T0027795,L00858,22,23,M38,CMP_B,Bay4,M41,PHOTO_B,Bay5,93851.60100000001,96341.25,110.0,2379.6489999999903
T0027796,L00858,23,24,M41,PHOTO_B,Bay5,M60,ETCH_C,Bay6,97017.75,97183.08,110.0,55.330000000001746
T0027797,L00858,24,25,M60,ETCH_C,Bay6,M98,METRO_D,Bay10,97354.08,97556.464,440.0,-237.61599999999453
T0027798,L00858,25,26,M98,METRO_D,Bay10,M32,CVD_B,Bay4,97767.964,97942.30900000001,440.0,-265.65499999999884
T0027799,L00858,26,27,M32,CVD_B,Bay4,M70,IMP_C,Bay7,98216.80900000001,98491.90800000001,330.0,-54.90099999999802
T0027800,L00858,27,28,M70,IMP_C,Bay7,M68,CMP_C,Bay7,98633.65800000001,98752.44200000001,65.0,53.78399999999965
T0027801,L00858,28,29,M68,CMP_C,Bay7,M73,PHOTO_D,Bay8,99185.94200000001,101226.0,110.0,1930.05799999999
T0027802,L00858,29,30,M73,PHOTO_D,Bay8,M2,ETCH_A,Bay1,101419.5,101636.638,330.0,-112.86199999999371
T0027803,L00858,30,31,M2,ETCH_A,Bay1,M15,CVD_A,Bay2,102170.638,102335.622,110.0,54.98399999999674
T0027804,L00858,31,32,M15,CVD_A,Bay2,M19,IMP_A,Bay2,102816.372,102898.964,65.0,17.59200000000419
T0027805,L00858,32,33,M19,IMP_A,Bay2,M30,METRO_A,Bay3,103072.964,103391.794,110.0,208.8299999999872
T0027806,L00858,33,34,M30,METRO_A,Bay3,M90,IMP_E,Bay9,103583.794,103798.73199999999,440.0,-225.06200000000536
T0027807,L00858,34,35,M90,IMP_E,Bay9,M22,PHOTO_A,Bay3,103935.23199999999,104577.75,440.0,202.51800000001094
T0027808,L00858,35,36,M22,PHOTO_A,Bay3,M46,ETCH_B,Bay5,104792.25,104975.611,220.0,-36.638999999995576
T0027809,L00858,36,37,M46,ETCH_B,Bay5,M40,METRO_B,Bay4,105165.361,105531.668,110.0,256.3070000000007
T0027810,L00858,37,38,M40,METRO_B,Bay4,M48,ETCH_B,Bay5,105695.918,105896.342,110.0,90.42399999999907
T0027811,L00858,38,39,M48,ETCH_B,Bay5,M90,IMP_E,Bay9,106008.842,106210.58,440.0,-238.26200000000244
T0027812,L00858,39,40,M90,IMP_E,Bay9,M76,METRO_C,Bay8,106419.08,106656.571,110.0,127.49099999999453
T0027813,L00859,1,2,M7,CMP_A,Bay1,M65,CVD_C,Bay7,71674.79800000001,72084.14700000001,440.0,-30.65099999999802
T0027814,L00859,2,3,M65,CVD_C,Bay7,M43,PHOTO_B,Bay5,72695.39700000001,75940.5,220.0,3025.1029999999882
T0027815,L00859,3,4,M43,PHOTO_B,Bay5,M48,ETCH_B,Bay5,76203.0,76296.592,65.0,28.59200000000419
T0027816,L00859,4,5,M48,ETCH_B,Bay5,M28,METRO_A,Bay3,76940.092,77204.383,220.0,44.29099999999744
T0027817,L00859,5,6,M28,METRO_A,Bay3,M93,ETCH_D,Bay10,77442.883,77681.028,330.0,-91.85499999999593
T0027818,L00859,6,7,M93,ETCH_D,Bay10,M99,IMP_F,Bay10,77820.528,77925.12000000001,65.0,39.59200000000419
T0027819,L00859,7,8,M99,IMP_F,Bay10,M8,CMP_A,Bay1,78112.62000000001,78294.558,110.0,71.93799999999464
T0027820,L00859,8,9,M8,CMP_A,Bay1,M52,PHOTO_C,Bay6,78557.058,81531.75,550.0,2424.6919999999955
T0027821,L00859,9,10,M52,PHOTO_C,Bay6,M60,ETCH_C,Bay6,81780.75,81914.222,65.0,68.4719999999943
T0027822,L00859,10,11,M60,ETCH_C,Bay6,M34,CVD_B,Bay4,82081.472,82438.79400000001,220.0,137.32200000001467
T0027823,L00859,11,12,M34,CVD_B,Bay4,M19,IMP_A,Bay2,82930.04400000001,83145.766,220.0,-4.278000000005704
T0027824,L00859,12,13,M19,IMP_A,Bay2,M85,CMP_D,Bay9,83527.516,83776.66100000001,330.0,-80.85499999999593
T0027825,L00859,13,14,M85,CMP_D,Bay9,M76,METRO_C,Bay8,83979.16100000001,84170.43000000001,110.0,81.26900000000023
T0027826,L00859,14,15,M76,METRO_C,Bay8,M22,PHOTO_A,Bay3,84414.93000000001,87597.0,550.0,2632.0699999999924
T0027827,L00859,15,16,M22,PHOTO_A,Bay3,M42,PHOTO_B,Bay5,87987.75,91245.0,220.0,3037.25
T0027828,L00859,16,17,M42,PHOTO_B,Bay5,M55,ETCH_C,Bay6,91351.5,91577.438,110.0,115.93799999999464
T0027829,L00859,17,18,M55,ETCH_C,Bay6,M63,CVD_C,Bay7,91680.938,91879.83499999999,110.0,88.8969999999972
T0027830,L00859,18,19,M63,CVD_C,Bay7,M78,METRO_C,Bay8,92044.08499999999,92183.662,110.0,29.577000000004773
T0027831,L00859,19,20,M78,METRO_C,Bay8,M34,CVD_B,Bay4,92365.162,92596.707,440.0,-208.45500000000175
T0027832,L00859,20,21,M34,CVD_B,Bay4,M27,IMP_B,Bay3,92761.707,92916.23700000001,110.0,44.53000000001339
T0027833,L00859,21,22,M27,IMP_B,Bay3,M84,CMP_D,Bay9,93384.98700000001,93627.532,440.0,-197.45500000000175
T0027834,L00859,22,23,M84,CMP_D,Bay9,M21,PHOTO_A,Bay3,93807.532,96283.5,440.0,2035.9679999999935
T0027835,L00859,23,24,M21,PHOTO_A,Bay3,M59,ETCH_C,Bay6,96960.0,97215.53,330.0,-74.47000000000116
T0027836,L00859,24,25,M59,ETCH_C,Bay6,M75,METRO_C,Bay8,97386.53,97569.087,220.0,-37.4429999999993
T0027837,L00859,25,26,M75,METRO_C,Bay8,M82,CVD_D,Bay9,97780.587,97919.171,110.0,28.58400000000256
T0027838,L00859,26,27,M82,CVD_D,Bay9,M79,IMP_D,Bay8,98193.671,98305.50899999999,110.0,1.8379999999888241
T0027839,L00859,27,28,M79,IMP_D,Bay8,M85,CMP_D,Bay9,98447.25899999999,98556.25099999999,110.0,-1.0080000000016298
T0027840,L00859,28,29,M85,CMP_D,Bay9,M51,PHOTO_C,Bay6,98989.75099999999,101222.25,330.0,1902.4990000000107
T0027841,L00859,29,30,M51,PHOTO_C,Bay6,M56,ETCH_C,Bay6,101415.75,101627.222,65.0,146.4719999999943
T0027842,L00859,30,31,M56,ETCH_C,Bay6,M65,CVD_C,Bay7,102161.222,102334.23700000001,110.0,63.01500000001397
T0027843,L00859,31,32,M65,CVD_C,Bay7,M87,IMP_E,Bay9,102814.98700000001,102967.54800000001,220.0,-67.43899999999849
T0027844,L00859,32,33,M87,IMP_E,Bay9,M28,METRO_A,Bay3,103141.54800000001,103411.099,440.0,-170.4490000000078
T0027845,L00859,33,34,M28,METRO_A,Bay3,M26,IMP_B,Bay3,103603.099,103768.65100000001,65.0,100.5520000000106
T0027846,L00859,34,35,M26,IMP_B,Bay3,M41,PHOTO_B,Bay5,103905.15100000001,104504.25,220.0,379.0989999999874
T0027847,L00859,35,36,M41,PHOTO_B,Bay5,M49,ETCH_B,Bay5,104718.75,104871.842,65.0,88.09200000000419
T0027848,L00859,36,37,M49,ETCH_B,Bay5,M97,METRO_D,Bay10,105061.592,105380.85100000001,550.0,-230.74099999999453
T0027849,L00859,37,38,M97,METRO_D,Bay10,M5,ETCH_A,Bay1,105545.10100000001,105710.64600000001,110.0,55.544999999998254
T0027850,L00859,38,39,M5,ETCH_A,Bay1,M25,IMP_B,Bay3,105823.14600000001,105939.51500000001,220.0,-103.63099999999395
T0027851,L00859,39,40,M25,IMP_B,Bay3,M29,METRO_A,Bay3,106148.01500000001,106436.883,65.0,223.86799999998766
T0027852,L00860,1,2,M66,CMP_C,Bay7,M32,CVD_B,Bay4,71773.119,72118.56599999999,330.0,15.446999999985565
T0027853,L00860,2,3,M32,CVD_B,Bay4,M53,PHOTO_C,Bay6,72729.81599999999,75915.75,220.0,2965.9340000000084
T0027854,L00860,3,4,M53,PHOTO_C,Bay6,M60,ETCH_C,Bay6,76178.25,76293.842,65.0,50.59200000000419
T0027855,L00860,4,5,M60,ETCH_C,Bay6,M77,METRO_C,Bay8,76937.342,77080.326,220.0,-77.01600000000326
T0027856,L00860,5,6,M77,METRO_C,Bay8,M91,ETCH_D,Bay10,77318.826,77423.418,220.0,-115.40799999999581
T0027857,L00860,6,7,M91,ETCH_D,Bay10,M100,IMP_F,Bay10,77562.918,77700.51000000001,65.0,72.59200000000419
T0027858,L00860,7,8,M100,IMP_F,Bay10,M7,CMP_A,Bay1,77888.01000000001,78047.948,110.0,49.937999999994645
T0027859,L00860,8,9,M7,CMP_A,Bay1,M52,PHOTO_C,Bay6,78310.448,81282.75,550.0,2422.301999999996
T0027860,L00860,9,10,M52,PHOTO_C,Bay6,M56,ETCH_C,Bay6,81531.75,81748.536,65.0,151.78599999999278
T0027861,L00860,10,11,M56,ETCH_C,Bay6,M32,CVD_B,Bay4,81915.786,82363.025,220.0,227.2390000000014
T0027862,L00860,11,12,M32,CVD_B,Bay4,M70,IMP_C,Bay7,82854.275,83109.805,330.0,-74.47000000000116
T0027863,L00860,12,13,M70,IMP_C,Bay7,M84,CMP_D,Bay9,83491.555,83624.576,220.0,-86.97899999999208
T0027864,L00860,13,14,M84,CMP_D,Bay9,M75,METRO_C,Bay8,83827.076,84092.19,110.0,155.1140000000014
T0027865,L00860,14,15,M75,METRO_C,Bay8,M51,PHOTO_C,Bay6,84336.69,87553.5,220.0,2996.8099999999977
T0027866,L00860,15,16,M51,PHOTO_C,Bay6,M52,PHOTO_C,Bay6,87944.25,91093.5,65.0,3084.25
T0027867,L00860,16,17,M52,PHOTO_C,Bay6,M55,ETCH_C,Bay6,91200.0,91430.851,65.0,165.8509999999951
T0027868,L00860,17,18,M55,ETCH_C,Bay6,M65,CVD_C,Bay7,91534.351,91666.33499999999,110.0,21.98399999999674
T0027869,L00860,18,19,M65,CVD_C,Bay7,M76,METRO_C,Bay8,91830.58499999999,91926.561,110.0,-14.023999999990338
T0027870,L00860,19,20,M76,METRO_C,Bay8,M81,CVD_D,Bay9,92108.061,92217.206,110.0,-0.8549999999959255
T0027871,L00860,20,21,M81,CVD_D,Bay9,M88,IMP_E,Bay9,92382.206,92497.79800000001,65.0,50.59200000000419
T0027872,L00860,21,22,M88,IMP_E,Bay9,M8,CMP_A,Bay1,92966.54800000001,93233.603,220.0,47.054999999993015
T0027873,L00860,22,23,M8,CMP_A,Bay1,M53,PHOTO_C,Bay6,93413.603,95978.25,550.0,2014.6469999999972
T0027874,L00860,23,24,M53,PHOTO_C,Bay6,M56,ETCH_C,Bay6,96654.75,96726.342,65.0,6.592000000004191
T0027875,L00860,24,25,M56,ETCH_C,Bay6,M97,METRO_D,Bay10,96897.342,97132.72600000001,440.0,-204.61599999999453
T0027876,L00860,25,26,M97,METRO_D,Bay10,M32,CVD_B,Bay4,97344.22600000001,97529.57100000001,440.0,-254.65499999999884
T0027877,L00860,26,27,M32,CVD_B,Bay4,M80,IMP_D,Bay8,97804.07100000001,98077.20100000002,440.0,-166.86999999999534
T0027878,L00860,27,28,M80,IMP_D,Bay8,M84,CMP_D,Bay9,98218.95100000002,98397.50099999999,110.0,68.5499999999738
T0027879,L00860,28,29,M84,CMP_D,Bay9,M54,PHOTO_C,Bay6,98831.00099999999,101099.25,330.0,1938.2490000000107
T0027880,L00860,29,30,M54,PHOTO_C,Bay6,M58,ETCH_C,Bay6,101292.75,101464.092,65.0,106.34200000000419
T0027881,L00860,30,31,M58,ETCH_C,Bay6,M61,CVD_C,Bay7,101998.092,102074.084,110.0,-34.00800000000163
T0027882,L00860,31,32,M61,CVD_C,Bay7,M90,IMP_E,Bay9,102554.834,102703.211,220.0,-71.62300000000687
T0027883,L00860,32,33,M90,IMP_E,Bay9,M40,METRO_B,Bay4,102877.211,103155.748,550.0,-271.4629999999888
T0027884,L00860,33,34,M40,METRO_B,Bay4,M88,IMP_E,Bay9,103347.748,103589.08600000001,550.0,-308.6619999999966
T0027885,L00860,34,35,M88,IMP_E,Bay9,M51,PHOTO_C,Bay6,103725.58600000001,104282.25,330.0,226.66399999998976
T0027886,L00860,35,36,M51,PHOTO_C,Bay6,M55,ETCH_C,Bay6,104496.75,104560.75,65.0,-1.0
T0027887,L00860,36,37,M55,ETCH_C,Bay6,M78,METRO_C,Bay8,104750.5,104962.71399999999,220.0,-7.786000000007334
T0027888,L00860,37,38,M78,METRO_C,Bay8,M93,ETCH_D,Bay10,105126.96399999999,105244.026,220.0,-102.93799999999464
T0027889,L00860,38,39,M93,ETCH_D,Bay10,M89,IMP_E,Bay9,105356.526,105430.318,110.0,-36.20799999999872
T0027890,L00860,39,40,M89,IMP_E,Bay9,M94,METRO_D,Bay10,105638.818,105946.076,110.0,197.25800000000163
T0027891,L00861,1,2,M85,CMP_D,Bay9,M82,CVD_D,Bay9,71835.676,72079.938,65.0,179.2619999999879
T0027892,L00861,2,3,M82,CVD_D,Bay9,M24,PHOTO_A,Bay3,72691.188,75906.0,440.0,2774.8120000000054
T0027893,L00861,3,4,M24,PHOTO_A,Bay3,M49,ETCH_B,Bay5,76168.5,76362.861,220.0,-25.638999999995576
T0027894,L00861,4,5,M49,ETCH_B,Bay5,M76,METRO_C,Bay8,77006.361,77214.69900000001,330.0,-121.66199999999662
T0027895,L00861,5,6,M76,METRO_C,Bay8,M1,ETCH_A,Bay1,77453.19900000001,77620.944,330.0,-162.25500000000466
T0027896,L00861,6,7,M1,ETCH_A,Bay1,M19,IMP_A,Bay2,77760.444,77933.02100000001,110.0,62.57700000000477
T0027897,L00861,7,8,M19,IMP_A,Bay2,M83,CMP_D,Bay9,78120.52100000001,78347.66600000001,330.0,-102.85499999999593
T0027898,L00861,8,9,M83,CMP_D,Bay9,M22,PHOTO_A,Bay3,78610.16600000001,81609.75,440.0,2559.583999999988
T0027899,L00861,9,10,M22,PHOTO_A,Bay3,M45,ETCH_B,Bay5,81858.75,82012.519,220.0,-66.23099999999977
T0027900,L00861,10,11,M45,ETCH_B,Bay5,M63,CVD_C,Bay7,82179.769,82456.829,220.0,57.05999999999767
T0027901,L00861,11,12,M63,CVD_C,Bay7,M88,IMP_E,Bay9,82948.079,83133.64,220.0,-34.43899999999849
T0027902,L00861,12,13,M88,IMP_E,Bay9,M7,CMP_A,Bay1,83515.39,83714.928,220.0,-20.461999999999534
T0027903,L00861,13,14,M7,CMP_A,Bay1,M78,METRO_C,Bay8,83917.428,84226.966,330.0,-20.461999999999534
T0027904,L00861,14,15,M78,METRO_C,Bay8,M23,PHOTO_A,Bay3,84471.466,87636.0,550.0,2614.5339999999997
T0027905,L00861,15,16,M23,PHOTO_A,Bay3,M52,PHOTO_C,Bay6,88026.75,91306.5,330.0,2949.75
T0027906,L00861,16,17,M52,PHOTO_C,Bay6,M56,ETCH_C,Bay6,91413.0,91526.972,65.0,48.971999999994296
T0027907,L00861,17,18,M56,ETCH_C,Bay6,M65,CVD_C,Bay7,91630.472,91830.58499999999,110.0,90.11299999999756
T0027908,L00861,18,19,M65,CVD_C,Bay7,M76,METRO_C,Bay8,91994.83499999999,92108.061,110.0,3.2260000000096625
T0027909,L00861,19,20,M76,METRO_C,Bay8,M11,CVD_A,Bay2,92289.561,92474.906,440.0,-254.65499999999884
T0027910,L00861,20,21,M11,CVD_A,Bay2,M20,IMP_A,Bay2,92639.906,92799.70000000001,65.0,94.79400000000896
T0027911,L00861,21,22,M20,IMP_A,Bay2,M66,CMP_C,Bay7,93268.45000000001,93500.98800000001,550.0,-317.46199999999953
T0027912,L00861,22,23,M66,CMP_C,Bay7,M24,PHOTO_A,Bay3,93680.98800000001,96228.0,440.0,2107.011999999988
T0027913,L00861,23,24,M24,PHOTO_A,Bay3,M46,ETCH_B,Bay5,96904.5,97065.861,220.0,-58.638999999995576
T0027914,L00861,24,25,M46,ETCH_B,Bay5,M96,METRO_D,Bay10,97236.861,97513.399,550.0,-273.46199999999953
T0027915,L00861,25,26,M96,METRO_D,Bay10,M15,CVD_A,Bay2,97724.899,97919.04400000001,220.0,-25.854999999995925
T0027916,L00861,26,27,M15,CVD_A,Bay2,M25,IMP_B,Bay3,98193.54400000001,98263.92800000001,110.0,-39.61599999999453
T0027917,L00861,27,28,M25,IMP_B,Bay3,M36,CMP_B,Bay4,98405.67800000001,98505.65500000001,110.0,-10.023000000001048
T0027918,L00861,28,29,M36,CMP_B,Bay4,M72,PHOTO_D,Bay8,98939.15500000001,101105.25,440.0,1726.0949999999866
T0027919,L00861,29,30,M72,PHOTO_D,Bay8,M1,ETCH_A,Bay1,101298.75,101515.888,330.0,-112.86199999999371
T0027920,L00861,30,31,M1,ETCH_A,Bay1,M16,CVD_A,Bay2,102049.888,102189.46500000001,110.0,29.577000000004773
T0027921,L00861,31,32,M16,CVD_A,Bay2,M19,IMP_A,Bay2,102670.21500000001,102723.21500000001,65.0,-12.0
T0027922,L00861,32,33,M19,IMP_A,Bay2,M39,METRO_B,Bay4,102897.21500000001,103188.48400000001,220.0,71.26900000000023
T0027923,L00861,33,34,M39,METRO_B,Bay4,M69,IMP_C,Bay7,103380.48400000001,103618.17800000001,330.0,-92.30599999999686
T0027924,L00861,34,35,M69,IMP_C,Bay7,M42,PHOTO_B,Bay5,103754.67800000001,104352.0,220.0,377.32199999998556
T0027925,L00861,35,36,M42,PHOTO_B,Bay5,M49,ETCH_B,Bay5,104566.5,104682.092,65.0,50.59200000000419
T0027926,L00861,36,37,M49,ETCH_B,Bay5,M96,METRO_D,Bay10,104871.842,105115.38,550.0,-306.46199999999953
T0027927,L00861,37,38,M96,METRO_D,Bay10,M5,ETCH_A,Bay1,105279.63,105456.175,110.0,66.54499999999825
T0027928,L00861,38,39,M5,ETCH_A,Bay1,M20,IMP_A,Bay2,105568.675,105708.25200000001,110.0,29.577000000004773
T0027929,L00861,39,40,M20,IMP_A,Bay2,M40,METRO_B,Bay4,105916.75200000001,106217.168,220.0,80.41599999999744
T0027930,L00862,1,2,M67,CMP_C,Bay7,M81,CVD_D,Bay9,71891.29100000001,72214.206,220.0,102.9149999999936
T0027931,L00862,2,3,M81,CVD_D,Bay9,M73,PHOTO_D,Bay8,72825.456,76025.25,110.0,3089.7939999999944
T0027932,L00862,3,4,M73,PHOTO_D,Bay8,M59,ETCH_C,Bay6,76287.75,76514.472,220.0,6.721999999994296
T0027933,L00862,4,5,M59,ETCH_C,Bay6,M95,METRO_D,Bay10,77157.972,77339.03700000001,440.0,-258.9349999999831
T0027934,L00862,5,6,M95,METRO_D,Bay10,M2,ETCH_A,Bay1,77577.53700000001,77750.67500000002,110.0,63.138000000006286
T0027935,L00862,6,7,M2,ETCH_A,Bay1,M17,IMP_A,Bay2,77890.17500000002,78029.75200000002,110.0,29.577000000004773
T0027936,L00862,7,8,M17,IMP_A,Bay2,M37,CMP_B,Bay4,78217.25200000002,78393.23600000002,220.0,-44.01600000000326
T0027937,L00862,8,9,M37,CMP_B,Bay4,M73,PHOTO_D,Bay8,78655.73600000002,81609.75,440.0,2514.013999999981
T0027938,L00862,9,10,M73,PHOTO_D,Bay8,M3,ETCH_A,Bay1,81858.75,82086.888,330.0,-101.86199999999371
T0027939,L00862,10,11,M3,ETCH_A,Bay1,M12,CVD_A,Bay2,82254.138,82655.422,110.0,291.28399999999965
T0027940,L00862,11,12,M12,CVD_A,Bay2,M27,IMP_B,Bay3,83146.672,83290.649,110.0,33.97699999999895
T0027941,L00862,12,13,M27,IMP_B,Bay3,M83,CMP_D,Bay9,83672.399,83903.944,440.0,-208.45500000000175
T0027942,L00862,13,14,M83,CMP_D,Bay9,M77,METRO_C,Bay8,84106.444,84282.20599999999,110.0,65.76199999998789
T0027943,L00862,14,15,M77,METRO_C,Bay8,M44,PHOTO_B,Bay5,84526.70599999999,87629.25,330.0,2772.544000000009
T0027944,L00862,15,16,M44,PHOTO_B,Bay5,M52,PHOTO_C,Bay6,88020.0,91200.0,110.0,3070.0
T0027945,L00862,16,17,M52,PHOTO_C,Bay6,M60,ETCH_C,Bay6,91306.5,91575.744,65.0,204.24400000000605
T0027946,L00862,17,18,M60,ETCH_C,Bay6,M82,CVD_D,Bay9,91679.244,91804.534,330.0,-204.7100000000064
T0027947,L00862,18,19,M82,CVD_D,Bay9,M77,METRO_C,Bay8,91968.784,92052.724,110.0,-26.05999999999767
T0027948,L00862,19,20,M77,METRO_C,Bay8,M31,CVD_B,Bay4,92234.224,92451.337,440.0,-222.88700000000244
T0027949,L00862,20,21,M31,CVD_B,Bay4,M69,IMP_C,Bay7,92616.337,92871.867,330.0,-74.47000000000116
T0027950,L00862,21,22,M69,IMP_C,Bay7,M68,CMP_C,Bay7,93340.617,93470.401,65.0,64.78399999999965
T0027951,L00862,22,23,M68,CMP_C,Bay7,M71,PHOTO_D,Bay8,93650.401,96195.75,110.0,2435.349000000002
T0027952,L00862,23,24,M71,PHOTO_D,Bay8,M2,ETCH_A,Bay1,96872.25,97045.388,330.0,-156.8619999999937
T0027953,L00862,24,25,M2,ETCH_A,Bay1,M28,METRO_A,Bay3,97216.388,97453.83700000001,220.0,17.4490000000078
T0027954,L00862,25,26,M28,METRO_A,Bay3,M31,CVD_B,Bay4,97665.33700000001,97741.32900000001,110.0,-34.00800000000163
T0027955,L00862,26,27,M31,CVD_B,Bay4,M26,IMP_B,Bay3,98015.82900000001,98150.36700000001,110.0,24.538000000000466
T0027956,L00862,27,28,M26,IMP_B,Bay3,M38,CMP_B,Bay4,98292.11700000001,98384.50100000002,110.0,-17.61599999999453
T0027957,L00862,28,29,M38,CMP_B,Bay4,M23,PHOTO_A,Bay3,98818.00100000002,101078.25,110.0,2150.2489999999816
T0027958,L00862,29,30,M23,PHOTO_A,Bay3,M48,ETCH_B,Bay5,101271.75,101466.111,220.0,-25.638999999995576
T0027959,L00862,30,31,M48,ETCH_B,Bay5,M63,CVD_C,Bay7,102000.111,102150.25600000001,220.0,-69.85499999999593
T0027960,L00862,31,32,M63,CVD_C,Bay7,M89,IMP_E,Bay9,102631.00600000001,102868.14800000002,220.0,17.1420000000071
T0027961,L00862,32,33,M89,IMP_E,Bay9,M95,METRO_D,Bay10,103042.14800000002,103192.34000000001,110.0,40.19199999999546
T0027962,L00862,33,34,M95,METRO_D,Bay10,M25,IMP_B,Bay3,103384.34000000001,103625.67800000001,330.0,-88.66199999999662
T0027963,L00862,34,35,M25,IMP_B,Bay3,M72,PHOTO_D,Bay8,103762.17800000001,104358.75,550.0,46.571999999985565
T0027964,L00862,35,36,M72,PHOTO_D,Bay8,M1,ETCH_A,Bay1,104573.25,104790.388,330.0,-112.86199999999371
T0027965,L00862,36,37,M1,ETCH_A,Bay1,M39,METRO_B,Bay4,104980.138,105271.98400000001,330.0,-38.153999999994994
T0027966,L00862,37,38,M39,METRO_B,Bay4,M60,ETCH_C,Bay6,105436.23400000001,105591.77200000001,220.0,-64.46199999999953
T0027967,L00862,38,39,M60,ETCH_C,Bay6,M90,IMP_E,Bay9,105704.27200000001,105865.50600000001,330.0,-168.76600000000326
T0027968,L00862,39,40,M90,IMP_E,Bay9,M97,METRO_D,Bay10,106074.00600000001,106288.952,110.0,104.94599999999627
T0027969,L00863,1,2,M68,CMP_C,Bay7,M12,CVD_A,Bay2,72114.054,72457.58799999999,550.0,-206.4660000000149
T0027970,L00863,2,3,M12,CVD_A,Bay2,M71,PHOTO_D,Bay8,73068.83799999999,76319.25,440.0,2810.412000000011
T0027971,L00863,3,4,M71,PHOTO_D,Bay8,M5,ETCH_A,Bay1,76581.75,76808.138,330.0,-103.61199999999371
T0027972,L00863,4,5,M5,ETCH_A,Bay1,M28,METRO_A,Bay3,77451.638,77654.383,220.0,-17.255000000004657
T0027973,L00863,5,6,M28,METRO_A,Bay3,M59,ETCH_C,Bay6,77892.883,78132.02100000001,330.0,-90.86199999999371
T0027974,L00863,6,7,M59,ETCH_C,Bay6,M99,IMP_F,Bay10,78271.52100000001,78495.90500000001,440.0,-215.61599999999453
T0027975,L00863,7,8,M99,IMP_F,Bay10,M8,CMP_A,Bay1,78683.40500000001,78898.17400000001,110.0,104.76900000000023
T0027976,L00863,8,9,M8,CMP_A,Bay1,M23,PHOTO_A,Bay3,79160.67400000001,82092.0,220.0,2711.3259999999864
T0027977,L00863,9,10,M23,PHOTO_A,Bay3,M6,ETCH_A,Bay1,82341.0,82539.122,220.0,-21.877999999996973
T0027978,L00863,10,11,M6,ETCH_A,Bay1,M81,CVD_D,Bay9,82706.372,82971.47600000001,220.0,45.104000000006636
T0027979,L00863,11,12,M81,CVD_D,Bay9,M90,IMP_E,Bay9,83462.72600000001,83575.903,65.0,48.17699999999604
T0027980,L00863,12,13,M90,IMP_E,Bay9,M10,CMP_A,Bay1,83957.653,84102.191,220.0,-75.46199999999953
T0027981,L00863,13,14,M10,CMP_A,Bay1,M75,METRO_C,Bay8,84304.691,84548.19,330.0,-86.50100000000384
T0027982,L00863,14,15,M75,METRO_C,Bay8,M73,PHOTO_D,Bay8,84792.69,87955.5,65.0,3097.8099999999977
T0027983,L00863,15,16,M73,PHOTO_D,Bay8,M41,PHOTO_B,Bay5,88346.25,91623.0,330.0,2946.75
T0027984,L00863,16,17,M41,PHOTO_B,Bay5,M47,ETCH_B,Bay5,91729.5,91834.092,65.0,39.59200000000419
T0027985,L00863,17,18,M47,ETCH_B,Bay5,M63,CVD_C,Bay7,91937.592,92098.73700000001,220.0,-58.854999999995925
T0027986,L00863,18,19,M63,CVD_C,Bay7,M78,METRO_C,Bay8,92262.98700000001,92402.56400000001,110.0,29.577000000004773
