op_uid,lot_id,step_no,machine_type,machine,machine_group,bay,prev_bay,prev_machine,planned_travel_sec,ready_at_machine_sec,start_sec,end_sec,planned_proc_sec,machine_wait_sec,release_time
31739,L00957,23,PHOTO,M52,PHOTO_C,Bay6,Bay7,M68,296.899,103868.33800000003,104193.75,104870.25,676.5,325.4119999999675,83825.316
31827,L00827,40,METRO,M29,METRO_A,Bay3,Bay2,M20,147.384,103990.49700000002,104205.381,104515.131,309.75,214.88399999997637,67961.371
31878,L00967,22,CMP,M38,CMP_B,Bay4,Bay2,M18,175.984,104205.70099999999,104205.70099999999,104385.70099999999,180.0,0.0,84955.13
31861,L00926,27,IMP,M100,IMP_F,Bay10,Bay7,M61,245.177,104209.055,104209.055,104350.805,141.75,0.0,80369.599
31886,L00839,39,IMP,M69,IMP_C,Bay7,Bay6,M60,147.384,104222.64000000001,104222.64000000001,104431.14000000001,208.5,0.0,69372.727
31898,L00865,34,IMP,M87,IMP_E,Bay9,Bay8,M75,106.577,104218.44000000003,104223.58300000001,104360.08300000001,136.5,5.142999999981839,72073.04500000001
31876,L00924,28,CMP,M7,CMP_A,Bay1,Bay9,M87,210.538,104225.62100000001,104225.62100000001,104659.12100000001,433.5,0.0,80119.706
31908,L00962,22,CMP,M84,CMP_D,Bay9,Bay8,M80,86.992,104226.269,104226.269,104406.269,180.0,0.0,84676.633
31901,L00896,31,CVD,M81,CVD_D,Bay9,Bay6,M58,111.192,104227.034,104227.034,104707.784,480.75,0.0,75877.866
31885,L00884,32,IMP,M17,IMP_A,Bay2,Bay2,M12,93.592,104163.714,104229.114,104403.114,174.0,65.39999999999418,74316.133
31895,L00948,24,ETCH,M50,ETCH_B,Bay5,Bay5,M41,137.592,104233.842,104233.842,104404.842,171.0,0.0,83076.1
31860,L00976,21,IMP,M80,IMP_D,Bay8,Bay4,M32,273.13,104235.13100000004,104235.13100000004,104703.88100000004,468.75,0.0,86084.128
31871,L00870,34,IMP,M18,IMP_A,Bay2,Bay10,M96,232.538,104234.653,104238.21699999999,104374.71699999999,136.5,3.5639999999839347,72554.376
31872,L00834,39,IMP,M89,IMP_E,Bay9,Bay5,M50,234.738,104238.80600000001,104238.80600000001,104447.30600000001,208.5,0.0,68909.633
31863,L00877,32,IMP,M70,IMP_C,Bay7,Bay4,M34,233.53,104203.275,104239.90299999999,104413.90299999999,174.0,36.62799999999697,73556.54500000001
31890,L00856,36,ETCH,M1,ETCH_A,Bay1,Bay8,M71,162.138,104243.388,104243.388,104433.138,189.75,0.0,71188.501
31881,L00844,36,ETCH,M49,ETCH_B,Bay5,Bay3,M24,194.361,104249.361,104249.361,104439.111,189.75,0.0,69923.974
31904,L00979,21,IMP,M26,IMP_B,Bay3,Bay4,M32,123.538,104250.53900000003,104250.53900000003,104719.28900000003,468.75,0.0,86327.39199999999
31867,L00875,33,METRO,M40,METRO_B,Bay4,Bay7,M69,243.538,104224.714,104251.133,104443.133,192.0,26.418999999994412,73102.287
31891,L00929,26,CVD,M65,CVD_C,Bay7,Bay4,M40,167.745,104254.628,104254.628,104529.128,274.5,0.0,80804.43100000001
31862,L00932,25,METRO,M97,METRO_D,Bay10,Bay5,M47,276.538,104240.88,104259.38900000001,104470.88900000001,211.5,18.50900000000547,81404.19100000002
31917,L00930,26,CVD,M31,CVD_B,Bay4,Bay3,M28,75.992,104250.091,104262.871,104537.371,274.5,12.779999999998836,81078.901
31873,L00934,25,METRO,M30,METRO_A,Bay3,Bay1,M6,153.984,104159.106,104269.294,104480.794,211.5,110.18799999999464,81501.301
31851,L00881,32,IMP,M86,IMP_E,Bay9,Bay2,M14,339.13,104269.75200000001,104269.75200000001,104443.75200000001,174.0,0.0,73853.01
31784,L00958,23,PHOTO,M74,PHOTO_D,Bay8,Bay9,M83,265.114,103992.86100000003,104275.5,104952.0,676.5,282.6389999999665,84165.63
31888,L00921,28,CMP,M8,CMP_A,Bay1,Bay3,M25,198.122,104276.05000000002,104276.05000000002,104709.55000000002,433.5,0.0,79709.34900000002
31776,L00956,23,PHOTO,M54,PHOTO_C,Bay6,Bay4,M36,183.145,103877.52700000002,104276.25,104952.75,676.5,398.7229999999836,83855.88
31875,L00935,25,METRO,M94,METRO_D,Bay10,Bay5,M45,265.538,104277.057,104277.057,104488.557,211.5,0.0,81550.97200000001
31900,L00906,30,ETCH,M92,ETCH_D,Bay10,Bay8,M73,164.984,104279.984,104279.984,104813.984,534.0,0.0,77293.19499999999
31783,L00860,35,PHOTO,M51,PHOTO_C,Bay6,Bay9,M88,250.699,103976.285,104282.25,104496.75,214.5,305.9649999999965,71509.899
31864,L00972,21,IMP,M90,IMP_E,Bay9,Bay2,M15,306.13,104283.39000000001,104283.39000000001,104752.14000000001,468.75,0.0,85564.20600000002
31909,L00974,21,IMP,M25,IMP_B,Bay3,Bay2,M16,40.792,104181.167,104286.42800000001,104755.17800000001,468.75,105.26100000001315,85774.378
31925,L00933,26,CVD,M33,CVD_B,Bay4,Bay3,M29,86.992,104292.37299999999,104292.37299999999,104566.87299999999,274.5,0.0,81516.19000000002
31884,L00849,36,ETCH,M57,ETCH_C,Bay6,Bay6,M51,104.592,104172.342,104295.092,104484.842,189.75,122.75,70513.782
31879,L00879,33,METRO,M95,METRO_D,Bay10,Bay2,M19,266.745,104298.974,104298.974,104490.974,192.0,0.0,73767.065
31866,L00852,37,METRO,M98,METRO_D,Bay10,Bay5,M49,265.538,104246.38,104307.649,104471.899,164.25,61.26900000000023,70662.46500000001
31801,L00911,29,PHOTO,M41,PHOTO_B,Bay5,Bay7,M66,255.745,104026.23499999999,104310.75,104504.25,193.5,284.51500000001397,78502.267
31907,L00922,27,IMP,M20,IMP_A,Bay2,Bay2,M11,113.177,104248.937,104311.86300000001,104453.61300000001,141.75,62.92600000000675,79943.114
31743,L00857,35,PHOTO,M43,PHOTO_B,Bay5,Bay9,M88,220.545,103797.86700000001,104312.25,104526.75,214.5,514.3829999999871,71186.921
31914,L00885,32,IMP,M88,IMP_E,Bay9,Bay7,M65,163.561,104329.06700000001,104329.06700000001,104503.06700000001,174.0,0.0,74364.30600000001
31751,L00909,29,PHOTO,M23,PHOTO_A,Bay3,Bay4,M38,292.605,103894.937,104331.75,104525.25,193.5,436.81299999999464,77699.01400000001
31923,L00883,33,METRO,M78,METRO_C,Bay8,Bay7,M69,147.384,104332.714,104332.714,104524.714,192.0,0.0,74197.182
31911,L00939,25,METRO,M75,METRO_C,Bay8,Bay5,M49,178.745,104337.087,104337.087,104548.587,211.5,0.0,82119.04000000001
31931,L00886,32,IMP,M19,IMP_A,Bay2,Bay2,M13,104.592,104338.979,104338.979,104512.979,174.0,0.0,74502.815
31924,L00854,36,ETCH,M56,ETCH_C,Bay6,Bay6,M52,82.592,104276.342,104341.73,104531.48,189.75,65.38799999999173,70969.554
31899,L00866,34,IMP,M99,IMP_F,Bay10,Bay8,M76,210.969,104324.366,104343.13,104479.63,136.5,18.764000000010128,72117.44900000001
31922,L00840,38,ETCH,M55,ETCH_C,Bay6,Bay4,M39,161.145,104344.12900000002,104344.12900000002,104456.62900000002,112.5,0.0,69432.63
31916,L00937,25,METRO,M76,METRO_C,Bay8,Bay6,M56,177.969,104348.699,104348.699,104560.199,211.5,0.0,81855.651
31918,L00842,38,ETCH,M5,ETCH_A,Bay1,Bay10,M96,176.545,104350.675,104350.675,104463.175,112.5,0.0,69638.604
31792,L00861,35,PHOTO,M42,PHOTO_B,Bay5,Bay7,M69,233.745,103988.42300000001,104352.0,104566.5,214.5,363.5769999999902,71516.886
31897,L00969,22,CMP,M9,CMP_A,Bay1,Bay9,M86,243.538,104352.194,104352.194,104532.194,180.0,0.0,85115.115
31961,L00907,30,ETCH,M45,ETCH_B,Bay5,Bay5,M43,42.0,104354.25,104354.25,104888.25,534.0,0.0,77453.53600000001
31936,L00923,28,CMP,M85,CMP_D,Bay9,Bay7,M70,115.592,104355.495,104355.495,104788.995,433.5,0.0,80059.849
31796,L00862,35,PHOTO,M72,PHOTO_D,Bay8,Bay3,M25,243.538,104005.71600000001,104358.75,104573.25,214.5,353.0339999999851,71603.02799999999
31947,L00944,24,ETCH,M58,ETCH_C,Bay6,Bay6,M54,82.592,104358.842,104358.842,104529.842,171.0,0.0,82569.80500000001
31944,L00872,34,IMP,M87,IMP_E,Bay9,Bay10,M94,40.792,104308.405,104360.08300000001,104496.58300000001,136.5,51.678000000014435,72883.63799999999
31953,L00898,31,CVD,M63,CVD_C,Bay7,Bay6,M57,69.392,104364.48400000001,104364.48400000001,104845.23400000001,480.75,0.0,75968.315
31903,L00843,37,METRO,M28,METRO_A,Bay3,Bay1,M1,211.961,104335.849,104366.099,104530.349,164.25,30.25,69948.354
31889,L00850,37,METRO,M96,METRO_D,Bay10,Bay10,M93,71.592,104150.72600000001,104366.13,104530.38,164.25,215.403999999995,70639.863
31921,L00887,32,IMP,M100,IMP_F,Bay10,Bay9,M81,183.577,104366.13,104366.13,104540.13,174.0,0.0,74812.565
31892,L00833,40,METRO,M77,METRO_C,Bay8,Bay2,M17,280.938,104368.302,104372.80200000001,104682.55200000001,309.75,4.500000000014552,68616.717
31913,L00973,21,IMP,M18,IMP_A,Bay2,Bay4,M34,204.722,104365.569,104374.71699999999,104843.46699999999,468.75,9.147999999986496,85789.39300000001
31954,L00902,31,CVD,M16,CVD_A,Bay2,Bay1,M5,95.577,104393.21500000001,104393.21500000001,104873.96500000001,480.75,0.0,76573.667
31948,L00848,38,ETCH,M91,ETCH_D,Bay10,Bay8,M76,115.592,104393.239,104393.239,104505.739,112.5,0.0,70352.71500000001
31877,L00847,37,METRO,M39,METRO_B,Bay4,Bay1,M4,240.346,104257.23400000001,104394.48400000001,104558.73400000001,164.25,137.25,70292.307
31939,L00846,38,ETCH,M48,ETCH_B,Bay5,Bay4,M40,149.584,104400.717,104400.717,104513.217,112.5,0.0,70302.331
31949,L00977,21,IMP,M17,IMP_A,Bay2,Bay2,M14,71.592,104352.87400000001,104403.114,104871.864,468.75,50.23999999999069,86159.23000000001
31943,L00927,27,IMP,M27,IMP_B,Bay3,Bay4,M31,73.792,104336.663,104407.764,104549.514,141.75,71.10099999999511,80590.599
31910,L00925,27,IMP,M70,IMP_C,Bay7,Bay4,M33,244.53,104390.31599999999,104413.90299999999,104555.65299999999,141.75,23.586999999999534,80421.84100000001
31959,L00855,36,ETCH,M47,ETCH_B,Bay5,Bay5,M41,104.592,104415.342,104415.342,104605.092,189.75,0.0,71003.739
31928,L00917,28,CMP,M38,CMP_B,Bay4,Bay2,M17,186.984,104416.098,104416.098,104849.598,433.5,0.0,79056.402
31945,L00841,38,ETCH,M60,ETCH_C,Bay6,Bay3,M30,162.138,104431.432,104431.432,104543.932,112.5,0.0,69592.467
31963,L00901,31,CVD,M64,CVD_C,Bay7,Bay6,M55,120.984,104438.17199999999,104438.17199999999,104918.92199999999,480.75,0.0,76369.276
31816,L00953,23,PHOTO,M21,PHOTO_A,Bay3,Bay1,M8,93.592,103904.425,104440.5,105117.0,676.5,536.0749999999971,83607.05500000001
31935,L00836,39,IMP,M86,IMP_E,Bay9,Bay6,M60,162.784,104402.29000000001,104443.75200000001,104652.25200000001,208.5,41.461999999999534,69086.962
31940,L00880,32,IMP,M89,IMP_E,Bay9,Bay7,M63,196.561,104447.833,104447.833,104621.833,174.0,0.0,73866.29500000001
31937,L00838,39,IMP,M20,IMP_A,Bay2,Bay1,M3,161.577,104404.52100000001,104453.61300000001,104662.11300000001,208.5,49.09200000000419,69206.17199999999
31927,L00837,40,METRO,M40,METRO_B,Bay4,Bay9,M87,230.338,104453.92100000002,104453.92100000002,104763.67100000002,309.75,0.0,69118.467
31942,L00931,26,CVD,M13,CVD_A,Bay2,Bay10,M95,201.738,104454.01000000001,104454.01000000001,104728.51000000001,274.5,0.0,81035.90500000001
31960,L00968,22,CMP,M37,CMP_B,Bay4,Bay2,M20,142.984,104454.84700000001,104454.84700000001,104634.84700000001,180.0,0.0,85059.599
31969,L00943,24,ETCH,M49,ETCH_B,Bay5,Bay5,M42,115.592,104467.592,104467.592,104638.592,171.0,0.0,82652.899
31946,L00946,24,ETCH,M1,ETCH_A,Bay1,Bay8,M74,195.138,104470.638,104470.638,104641.638,171.0,0.0,82852.112
31912,L00938,25,METRO,M97,METRO_D,Bay10,Bay10,M92,93.592,104252.326,104470.88900000001,104682.38900000001,211.5,218.5630000000092,82033.399
31926,L00829,40,METRO,M98,METRO_D,Bay10,Bay9,M90,149.584,104364.44000000002,104471.899,104781.649,309.75,107.45899999998801,68271.121
31930,L00882,33,METRO,M30,METRO_A,Bay3,Bay3,M26,64.0,104297.01,104480.794,104672.794,192.0,183.78399999999965,73896.43400000001
31967,L00971,22,CMP,M10,CMP_A,Bay1,Bay10,M99,137.938,104481.068,104481.068,104661.068,180.0,0.0,85554.48000000001
31955,L00873,34,IMP,M99,IMP_F,Bay10,Bay8,M78,188.969,104488.855,104488.855,104625.355,136.5,0.0,72803.424
31978,L00892,32,IMP,M69,IMP_C,Bay7,Bay7,M62,115.592,104492.08,104492.08,104666.08,174.0,0.0,75410.602
31845,L00961,23,PHOTO,M51,PHOTO_C,Bay6,Bay9,M84,248.891,104151.23100000001,104496.75,105173.25,676.5,345.5189999999857,84281.78699999998
31846,L00859,35,PHOTO,M41,PHOTO_B,Bay5,Bay3,M26,115.592,104020.74300000002,104504.25,104718.75,214.5,483.50699999998324,71389.22999999998
31938,L00851,37,METRO,M94,METRO_D,Bay10,Bay5,M45,265.538,104510.307,104510.307,104674.557,164.25,0.0,70645.72599999998
31950,L00853,36,ETCH,M59,ETCH_C,Bay6,Bay6,M51,126.592,104408.842,104513.842,104703.592,189.75,105.0,70877.171
31929,L00845,37,METRO,M29,METRO_A,Bay3,Bay5,M50,253.291,104483.883,104515.131,104679.381,164.25,31.247999999992317,70260.539
31941,L00835,40,METRO,M95,METRO_D,Bay10,Bay2,M19,266.745,104518.36,104518.36,104828.11,309.75,0.0,69090.24399999999
31819,L00908,29,PHOTO,M23,PHOTO_A,Bay3,Bay4,M37,303.605,104122.224,104525.25,104718.75,193.5,403.025999999998,77705.24
31824,L00910,29,PHOTO,M43,PHOTO_B,Bay5,Bay1,M7,161.792,103997.22300000001,104526.75,104720.25,193.5,529.5269999999873,78192.517
31982,L00936,26,CVD,M61,CVD_C,Bay7,Bay4,M39,134.745,104529.229,104529.229,104803.729,274.5,0.0,81623.208
31952,L00832,40,METRO,M28,METRO_A,Bay3,Bay3,M25,71.592,104358.02000000002,104530.349,104840.099,309.75,172.32899999998335,68509.854
31956,L00942,25,METRO,M96,METRO_D,Bay10,Bay6,M58,202.384,104506.22600000001,104530.38,104741.88,211.5,24.153999999994994,82428.79000000001
31990,L00888,32,IMP,M87,IMP_E,Bay9,Bay9,M82,93.592,104531.314,104531.314,104705.314,174.0,0.0,75100.852
31968,L00926,28,CMP,M9,CMP_A,Bay1,Bay10,M100,181.938,104532.74299999999,104532.74299999999,104966.24299999999,433.5,0.0,80369.599
31966,L00941,25,METRO,M78,METRO_C,Bay8,Bay6,M56,197.984,104539.71399999999,104539.71399999999,104751.21399999999,211.5,0.0,82343.149
31957,L00876,34,IMP,M100,IMP_F,Bay10,Bay8,M75,185.561,104489.42400000003,104540.13,104676.63,136.5,50.705999999976484,73379.159
31974,L00895,32,IMP,M27,IMP_B,Bay3,Bay4,M35,101.538,104464.929,104549.514,104723.514,174.0,84.58499999999185,75694.883
31958,L00978,21,IMP,M70,IMP_C,Bay7,Bay2,M16,241.338,104546.713,104555.65299999999,105024.40299999999,468.75,8.939999999987776,86149.822
31979,L00899,31,CVD,M65,CVD_C,Bay7,Bay5,M48,172.145,104555.75600000001,104555.75600000001,105036.50600000001,480.75,0.0,76275.447
31934,L00830,40,METRO,M39,METRO_B,Bay4,Bay2,M18,186.984,104425.20099999999,104558.73400000001,104868.48400000001,309.75,133.5330000000249,68242.311
31987,L00877,33,METRO,M76,METRO_C,Bay8,Bay7,M70,127.584,104541.487,104560.199,104752.199,192.0,18.711999999999534,73556.54500000001
32009,L00860,36,ETCH,M55,ETCH_C,Bay6,Bay6,M51,64.0,104560.75,104560.75,104750.5,189.75,0.0,71509.899
31965,L00940,24,ETCH,M6,ETCH_A,Bay1,Bay3,M23,198.122,104529.872,104561.622,104732.622,171.0,31.75,82331.287
31986,L00970,22,CMP,M36,CMP_B,Bay4,Bay3,M27,120.984,104528.74799999999,104562.894,104742.894,180.0,34.146000000007916,85189.966
31992,L00928,27,IMP,M19,IMP_A,Bay2,Bay2,M11,126.592,104565.763,104565.763,104707.513,141.75,0.0,80729.47100000002
31981,L00891,32,IMP,M88,IMP_E,Bay9,Bay7,M64,174.561,104566.06700000001,104566.06700000001,104740.06700000001,174.0,0.0,75237.35500000003
31850,L00966,23,PHOTO,M42,PHOTO_B,Bay5,Bay7,M68,244.745,104172.70700000001,104566.5,105243.0,676.5,393.79299999999057,84749.849
31868,L00868,35,PHOTO,M44,PHOTO_B,Bay5,Bay9,M88,231.545,104213.48500000003,104570.25,104784.75,214.5,356.7649999999703,72382.79500000001
31984,L00948,25,METRO,M75,METRO_C,Bay8,Bay5,M50,167.745,104572.587,104572.587,104784.087,211.5,0.0,83076.1
31857,L00914,29,PHOTO,M72,PHOTO_D,Bay8,Bay1,M10,205.145,104153.711,104573.25,104766.75,193.5,419.5390000000043,78717.956
31971,L00947,24,ETCH,M57,ETCH_C,Bay6,Bay8,M72,215.722,104574.472,104574.472,104745.472,171.0,0.0,82919.383
31852,L00858,35,PHOTO,M22,PHOTO_A,Bay3,Bay9,M90,152.345,104087.57699999999,104577.75,104792.25,214.5,490.1730000000098,71375.613
32004,L00934,26,CVD,M35,CVD_B,Bay4,Bay3,M30,97.992,104578.786,104578.786,104853.286,274.5,0.0,81501.301
32015,L00905,31,CVD,M62,CVD_C,Bay7,Bay6,M59,75.992,104589.834,104589.834,105070.584,480.75,0.0,77110.032
32011,L00911,30,ETCH,M48,ETCH_B,Bay5,Bay5,M41,115.592,104619.842,104619.842,105153.842,534.0,0.0,78502.267
32001,L00932,26,CVD,M12,CVD_A,Bay2,Bay10,M97,150.145,104621.03400000001,104621.03400000001,104895.53400000001,274.5,0.0,81404.19100000002
31976,L00874,34,IMP,M99,IMP_F,Bay10,Bay10,M96,53.0,104419.13,104625.355,104761.855,136.5,206.22499999999127,73002.29500000001
32002,L00852,38,ETCH,M5,ETCH_A,Bay1,Bay10,M98,154.545,104626.444,104626.444,104738.944,112.5,0.0,70662.46500000001
31975,L00878,34,IMP,M79,IMP_D,Bay8,Bay3,M28,274.338,104640.437,104640.437,104776.937,136.5,0.0,73642.932
32039,L00952,24,ETCH,M47,ETCH_B,Bay5,Bay5,M44,71.592,104641.842,104641.842,104812.842,171.0,0.0,83436.649
32018,L00857,36,ETCH,M50,ETCH_B,Bay5,Bay5,M43,115.592,104642.342,104642.342,104832.092,189.75,0.0,71186.921
31996,L00889,32,IMP,M89,IMP_E,Bay9,Bay7,M61,203.377,104648.00499999999,104648.00499999999,104822.00499999999,174.0,0.0,75167.18899999998
32035,L00975,22,CMP,M83,CMP_D,Bay9,Bay8,M79,86.992,104648.84000000001,104648.84000000001,104828.84000000001,180.0,0.0,85864.23000000001
32000,L00842,39,IMP,M20,IMP_A,Bay2,Bay1,M5,139.577,104602.75200000001,104662.11300000001,104870.61300000001,208.5,59.361000000004424,69638.604
32031,L00925,28,CMP,M67,CMP_C,Bay7,Bay7,M70,107.784,104663.43699999999,104663.43699999999,105096.93699999999,433.5,0.0,80421.84100000001
32019,L00929,27,IMP,M69,IMP_C,Bay7,Bay7,M65,82.592,104611.72,104666.08,104807.83,141.75,54.36000000000058,80804.43100000001
32033,L00937,26,CVD,M82,CVD_D,Bay9,Bay8,M76,108.992,104669.19099999999,104669.19099999999,104943.69099999999,274.5,0.0,81855.651
31989,L00856,37,METRO,M30,METRO_A,Bay3,Bay1,M1,227.577,104660.71500000001,104672.794,104837.044,164.25,12.078999999983353,71188.501
31995,L00881,33,METRO,M94,METRO_D,Bay10,Bay9,M86,91.392,104535.14400000001,104674.557,104866.557,192.0,139.4129999999859,73853.01
31994,L00875,34,IMP,M86,IMP_E,Bay9,Bay4,M40,232.538,104675.671,104675.671,104812.171,136.5,0.0,73102.287
32007,L00879,34,IMP,M100,IMP_F,Bay10,Bay10,M95,93.592,104584.566,104676.63,104813.13,136.5,92.06399999999849,73767.065
31983,L00884,33,METRO,M29,METRO_A,Bay3,Bay2,M17,153.984,104557.098,104679.381,104871.381,192.0,122.28299999999581,74316.133
32029,L00927,28,CMP,M37,CMP_B,Bay4,Bay3,M27,131.984,104681.49799999999,104681.49799999999,105114.99799999999,433.5,0.0,80590.599
32037,L00861,36,ETCH,M49,ETCH_B,Bay5,Bay5,M42,115.592,104682.092,104682.092,104871.842,189.75,0.0,71516.886
31988,L00839,40,METRO,M97,METRO_D,Bay10,Bay7,M69,184.784,104615.92400000001,104682.38900000001,104992.13900000001,309.75,66.46499999999651,69372.727
31991,L00844,37,METRO,M77,METRO_C,Bay8,Bay5,M49,206.138,104645.24900000001,104682.55200000001,104846.80200000001,164.25,37.302999999999884,69923.974
32022,L00850,38,ETCH,M3,ETCH_A,Bay1,Bay10,M96,154.545,104684.925,104684.925,104797.425,112.5,0.0,70639.863
31998,L00922,28,CMP,M66,CMP_C,Bay7,Bay2,M20,232.538,104686.15100000001,104686.15100000001,105119.65100000001,433.5,0.0,79943.114
31993,L00945,24,ETCH,M93,ETCH_D,Bay10,Bay3,M21,254.538,104695.038,104695.038,104866.038,171.0,0.0,82854.859
31999,L00840,39,IMP,M80,IMP_D,Bay8,Bay6,M55,183.577,104640.20600000002,104703.88100000004,104912.38100000004,208.5,63.67500000001746,69432.63
32034,L00900,31,CVD,M32,CVD_B,Bay4,Bay1,M6,144.192,104705.814,104705.814,105186.564,480.75,0.0,76430.047
32042,L00894,32,IMP,M19,IMP_A,Bay2,Bay2,M15,82.592,104661.60900000001,104707.513,104881.513,174.0,45.903999999994994,75655.947
32028,L00939,26,CVD,M81,CVD_D,Bay9,Bay8,M75,127.584,104676.171,104707.784,104982.284,274.5,31.612999999997555,82119.04000000001
32006,L00935,26,CVD,M15,CVD_A,Bay2,Bay10,M94,221.538,104710.095,104710.095,104984.595,274.5,0.0,81550.97200000001
31915,L00915,29,PHOTO,M53,PHOTO_C,Bay6,Bay4,M38,150.145,104320.59599999999,104715.75,104909.25,193.5,395.15400000000955,78837.54699999999
31874,L00959,23,PHOTO,M23,PHOTO_A,Bay3,Bay7,M66,242.545,104251.53499999999,104718.75,105395.25,676.5,467.21500000001106,84125.531
31919,L00867,35,PHOTO,M41,PHOTO_B,Bay5,Bay9,M88,198.545,104375.96800000001,104718.75,104933.25,214.5,342.78199999999197,72244.626
32030,L00890,32,IMP,M26,IMP_B,Bay3,Bay2,M12,132.977,104683.849,104719.28900000003,104893.28900000003,174.0,35.44000000003143,75048.702
31893,L00863,35,PHOTO,M43,PHOTO_B,Bay5,Bay10,M100,180.945,104270.57700000002,104720.25,104934.75,214.5,449.6729999999807,71899.554
32038,L00933,27,IMP,M27,IMP_B,Bay3,Bay4,M33,51.792,104618.665,104723.514,104865.264,141.75,104.84900000000198,81516.19000000002
31905,L00913,29,PHOTO,M24,PHOTO_A,Bay3,Bay4,M36,325.605,104453.48700000001,104731.5,104925.0,193.5,278.01299999999173,78548.68199999999
32017,L00909,30,ETCH,M6,ETCH_A,Bay1,Bay3,M23,198.122,104723.372,104732.622,105266.622,534.0,9.25,77699.01400000001
32027,L00841,39,IMP,M88,IMP_E,Bay9,Bay6,M60,171.584,104715.516,104740.06700000001,104948.56700000001,208.5,24.551000000006752,69592.467
32010,L00885,33,METRO,M96,METRO_D,Bay10,Bay9,M88,109.984,104613.051,104741.88,104933.88,192.0,128.8289999999979,74364.30600000001
32021,L00843,38,ETCH,M57,ETCH_C,Bay6,Bay3,M28,217.138,104747.48700000001,104747.48700000001,104859.98700000001,112.5,0.0,69948.354
32032,L00847,38,ETCH,M56,ETCH_C,Bay6,Bay4,M39,190.738,104749.47200000001,104749.47200000001,104861.97200000001,112.5,0.0,70292.307
32020,L00944,25,METRO,M78,METRO_C,Bay8,Bay6,M58,175.984,104705.826,104751.21399999999,104962.71399999999,211.5,45.387999999991735,82569.80500000001
32012,L00848,39,IMP,M90,IMP_E,Bay9,Bay10,M91,40.792,104546.531,104752.14000000001,104960.64000000001,208.5,205.6090000000113,70352.71500000001
32023,L00854,37,METRO,M76,METRO_C,Bay8,Bay6,M56,177.969,104709.449,104752.199,104916.449,164.25,42.75,70969.554
31896,L00864,35,PHOTO,M71,PHOTO_D,Bay8,Bay9,M89,274.899,104376.468,104757.75,104972.25,214.5,381.2820000000065,71921.35199999998
32069,L00954,24,ETCH,M55,ETCH_C,Bay6,Bay6,M53,42.0,104757.75,104757.75,104928.75,171.0,0.0,83677.315
32041,L00951,24,ETCH,M46,ETCH_B,Bay5,Bay3,M22,183.361,104761.111,104761.111,104932.111,171.0,0.0,83432.862
32016,L00883,34,IMP,M99,IMP_F,Bay10,Bay8,M78,188.969,104713.683,104761.855,104898.355,136.5,48.171999999991385,74197.182
31906,L00964,23,PHOTO,M72,PHOTO_D,Bay8,Bay1,M10,205.145,104337.14800000002,104766.75,105443.25,676.5,429.6019999999844,84711.35200000001
32005,L00849,37,METRO,M40,METRO_B,Bay4,Bay6,M57,283.138,104767.98000000001,104767.98000000001,104932.23000000001,164.25,0.0,70513.782
