op_uid,lot_id,step_no,machine_type,machine,machine_group,bay,prev_bay,prev_machine,planned_travel_sec,ready_at_machine_sec,start_sec,end_sec,planned_proc_sec,machine_wait_sec,release_time
6362,L00013,33,METRO,M96,METRO_D,Bay10,Bay9,M88,109.984,18991.370000000003,19048.826,19240.826,192.0,57.45599999999831,0.0
6355,L00047,27,IMP,M88,IMP_E,Bay9,Bay7,M61,192.377,19051.877,19051.877,19193.627,141.75,0.0,0.0
6381,L00246,24,ETCH,M47,ETCH_B,Bay5,Bay5,M44,71.592,19001.592,19054.842,19225.842,171.0,53.25,0.0
6378,L00386,10,ETCH,M45,ETCH_B,Bay5,Bay5,M42,53.0,18980.0,19055.019,19222.269,167.25,75.01900000000023,8879.039999999999
6333,L00450,2,CVD,M34,CVD_B,Bay4,Bay7,M67,260.145,19055.244000000002,19055.244000000002,19666.494000000002,611.25,0.0,18407.259
6344,L00081,22,CMP,M84,CMP_D,Bay9,Bay2,M19,238.145,19055.947,19055.947,19235.947,180.0,0.0,0.0
6371,L00207,27,IMP,M86,IMP_E,Bay9,Bay7,M64,152.561,19056.503000000004,19056.503000000004,19198.253000000004,141.75,0.0,0.0
6330,L00248,27,IMP,M70,IMP_C,Bay7,Bay4,M33,244.53,19030.701999999997,19057.68,19199.43,141.75,26.978000000002794,0.0
6349,L00286,25,METRO,M94,METRO_D,Bay10,Bay5,M47,224.945,19059.037,19059.037,19270.537,211.5,0.0,0.0
6393,L00127,28,CMP,M83,CMP_D,Bay9,Bay8,M79,86.992,19065.534,19065.534,19499.034,433.5,0.0,0.0
5484,L00252,29,PHOTO,M54,PHOTO_C,Bay6,Bay1,M7,224.945,16266.663,19074.75,19268.25,193.5,2808.0869999999995,0.0
6360,L00097,38,ETCH,M4,ETCH_A,Bay1,Bay8,M76,200.745,19075.556,19075.556,19188.056,112.5,0.0,0.0
6373,L00297,36,ETCH,M1,ETCH_A,Bay1,Bay8,M71,162.138,19075.638,19075.638,19265.388,189.75,0.0,0.0
6351,L00452,2,CVD,M82,CVD_D,Bay9,Bay1,M7,255.745,19093.594,19093.594,19704.844,611.25,0.0,18528.997000000003
6384,L00018,40,METRO,M39,METRO_B,Bay4,Bay3,M27,153.984,19095.889,19095.889,19405.639,309.75,0.0,0.0
6375,L00413,6,ETCH,M50,ETCH_B,Bay5,Bay4,M40,171.584,19086.289999999997,19099.827,19239.327,139.5,13.5370000000039,12985.890000000001
6385,L00411,8,CMP,M38,CMP_B,Bay4,Bay2,M20,153.984,19096.236,19107.019,19369.519,262.5,10.782999999999447,12408.496000000003
6361,L00201,21,IMP,M90,IMP_E,Bay9,Bay4,M31,235.73,19113.23,19113.23,19581.98,468.75,0.0,0.0
6374,L00177,37,METRO,M76,METRO_C,Bay8,Bay6,M57,166.969,19081.191000000003,19119.311,19283.561,164.25,38.11999999999898,0.0
5511,L00421,3,PHOTO,M42,PHOTO_B,Bay5,Bay2,M14,171.584,16286.084,19120.5,19383.0,262.5,2834.4159999999993,14446.979000000001
6401,L00294,34,IMP,M100,IMP_F,Bay10,Bay10,M94,104.592,19122.629,19122.629,19259.129,136.5,0.0,0.0
6368,L00008,28,CMP,M8,CMP_A,Bay1,Bay3,M26,168.53,19063.568,19126.349000000002,19559.849000000002,433.5,62.78100000000268,0.0
6348,L00306,18,CVD,M16,CVD_A,Bay2,Bay5,M50,301.475,19131.836,19131.836,19296.086,164.25,0.0,929.25
6398,L00178,39,IMP,M20,IMP_A,Bay2,Bay1,M6,136.384,19135.578999999998,19135.578999999998,19344.078999999998,208.5,0.0,0.0
6339,L00253,31,CVD,M15,CVD_A,Bay2,Bay5,M49,283.699,19091.56,19138.5,19619.25,480.75,46.93999999999869,0.0
6391,L00218,38,ETCH,M93,ETCH_D,Bay10,Bay8,M77,126.592,19098.322,19143.734,19256.234,112.5,45.41200000000026,0.0
5526,L00393,9,PHOTO,M52,PHOTO_C,Bay6,Bay4,M36,161.145,16315.244,19144.5,19393.5,249.0,2829.2559999999994,9743.727
6377,L00288,28,CMP,M7,CMP_A,Bay1,Bay9,M86,221.538,19146.099000000002,19146.099000000002,19579.599000000002,433.5,0.0,0.0
5507,L00423,3,PHOTO,M24,PHOTO_A,Bay3,Bay7,M65,283.138,16390.888,19146.75,19409.25,262.5,2755.862000000001,14595.190999999999
5528,L00424,3,PHOTO,M53,PHOTO_C,Bay6,Bay2,M16,207.345,16374.345,19148.25,19410.75,262.5,2773.9050000000007,14754.514
6364,L00126,25,METRO,M98,METRO_D,Bay10,Bay10,M92,104.592,18987.576,19149.314000000002,19360.814000000002,211.5,161.7380000000012,0.0
5525,L00390,9,PHOTO,M41,PHOTO_B,Bay5,Bay7,M68,233.745,16385.724000000002,19151.25,19400.25,249.0,2765.525999999998,9433.977
6411,L00212,30,ETCH,M59,ETCH_C,Bay6,Bay6,M52,115.592,19153.592,19153.592,19687.592,534.0,0.0,0.0
6370,L00167,27,IMP,M80,IMP_D,Bay8,Bay4,M35,253.33,19154.471,19156.33,19298.08,141.75,1.8590000000003783,0.0
5537,L00308,16,PHOTO,M72,PHOTO_D,Bay8,Bay3,M22,263.338,16463.338,19156.5,19263.0,106.5,2693.1620000000003,1221.0
6392,L00303,19,METRO,M30,METRO_A,Bay3,Bay2,M16,114.384,19089.384,19161.976,19343.476,181.5,72.59200000000055,521.25
5523,L00285,23,PHOTO,M71,PHOTO_D,Bay8,Bay9,M83,243.33,16389.352000000003,19162.5,19839.0,676.5,2773.1479999999974,0.0
5501,L00422,3,PHOTO,M23,PHOTO_A,Bay3,Bay7,M63,280.938,16370.688,19170.0,19432.5,262.5,2799.312,14444.218
6382,L00307,18,CVD,M13,CVD_A,Bay2,Bay1,M1,153.984,19089.872,19170.656000000003,19334.906000000003,164.25,80.78400000000329,947.25
6412,L00258,39,IMP,M99,IMP_F,Bay10,Bay10,M92,115.592,19155.710000000003,19172.576,19381.076,208.5,16.865999999998166,0.0
6417,L00041,22,CMP,M85,CMP_D,Bay9,Bay7,M70,115.592,19173.272,19173.272,19353.272,180.0,0.0,0.0
6408,L00310,17,ETCH,M46,ETCH_B,Bay5,Bay5,M44,60.592,19097.092,19173.592,19277.092,103.5,76.5,1297.5
6394,L00046,26,CVD,M33,CVD_B,Bay4,Bay10,M97,196.345,19176.744000000002,19176.744000000002,19451.244000000002,274.5,0.0,0.0
6390,L00388,10,ETCH,M6,ETCH_A,Bay1,Bay3,M22,209.122,19177.372,19177.372,19344.622,167.25,0.0,9300.106
6409,L00053,33,METRO,M75,METRO_C,Bay8,Bay7,M69,108.992,19145.834,19180.184,19372.184,192.0,34.35000000000218,0.0
6388,L00093,33,METRO,M28,METRO_A,Bay3,Bay2,M18,131.984,19083.826,19180.652000000002,19372.652000000002,192.0,96.82600000000093,0.0
6372,L00385,11,CVD,M11,CVD_A,Bay2,Bay6,M55,250.138,19162.025999999998,19188.75,19680.0,491.25,26.72400000000198,8711.948
6379,L00137,37,METRO,M95,METRO_D,Bay10,Bay6,M59,161.792,19089.884000000002,19194.136,19358.386,164.25,104.25199999999677,0.0
6422,L00301,21,IMP,M88,IMP_E,Bay9,Bay9,M82,104.592,19198.092,19198.092,19666.842,468.75,0.0,309.75
6376,L00304,19,METRO,M78,METRO_C,Bay8,Bay7,M63,139.577,19062.077,19202.928,19384.428,181.5,140.85099999999875,619.5
6465,L00456,1,CMP,M66,CMP_C,Bay7,ENTRY,ENTRY,0.0,19202.928,19202.928,19417.428,214.5,0.0,19202.928
6436,L00381,12,IMP,M25,IMP_B,Bay3,Bay2,M15,70.384,19208.884,19208.884,19590.634,381.75,0.0,7942.045
6403,L00166,25,METRO,M77,METRO_C,Bay8,Bay6,M60,142.984,19172.264,19216.23,19427.73,211.5,43.96600000000035,0.0
6358,L00382,11,CVD,M62,CVD_C,Bay7,Bay5,M45,190.738,19061.988,19219.5,19710.75,491.25,157.5119999999988,7984.814
6414,L00415,6,ETCH,M5,ETCH_A,Bay1,Bay10,M96,176.545,19225.371,19225.371,19364.871,139.5,0.0,13071.413
6407,L00138,40,METRO,M40,METRO_B,Bay4,Bay10,M99,190.738,19226.814000000002,19226.814000000002,19536.564000000002,309.75,0.0,0.0
6420,L00007,28,CMP,M37,CMP_B,Bay4,Bay2,M20,142.984,19226.986,19226.986,19660.486,433.5,0.0,0.0
6406,L00096,36,ETCH,M56,ETCH_C,Bay6,Bay8,M73,193.722,19227.972,19227.972,19417.722,189.75,0.0,0.0
6434,L00412,7,IMP,M17,IMP_A,Bay2,Bay1,M5,106.577,19232.948,19232.948,19420.448,187.5,0.0,12999.577
6402,L00058,40,METRO,M29,METRO_A,Bay3,Bay2,M19,158.384,19184.685999999998,19234.826,19544.576,309.75,50.140000000003056,0.0
6472,L00457,1,CMP,M67,CMP_C,Bay7,ENTRY,ENTRY,0.0,19234.826,19234.826,19449.326,214.5,0.0,19234.826
6438,L00312,17,ETCH,M57,ETCH_C,Bay6,Bay6,M52,93.592,19238.092,19238.092,19341.592,103.5,0.0,1474.5
6440,L00292,30,ETCH,M58,ETCH_C,Bay6,Bay6,M53,93.592,19241.842,19241.842,19775.842,534.0,0.0,0.0
6444,L00374,13,CMP,M84,CMP_D,Bay9,Bay8,M80,86.992,19243.322,19243.322,19445.822,202.5,0.0,7236.0
6428,L00172,30,ETCH,M48,ETCH_B,Bay5,Bay5,M42,104.592,19225.092,19246.861,19780.861,534.0,21.769000000000233,0.0
5549,L00311,16,PHOTO,M43,PHOTO_B,Bay5,Bay3,M21,131.984,16364.234,19257.0,19363.5,106.5,2892.7659999999996,1341.0
6380,L00302,19,METRO,M97,METRO_D,Bay10,Bay9,M82,139.577,19068.077,19259.63,19441.13,181.5,191.55299999999988,309.75
6404,L00373,13,CMP,M36,CMP_B,Bay4,Bay9,M90,232.538,19262.518,19262.518,19465.018,202.5,0.0,7218.202
5551,L00084,23,PHOTO,M72,PHOTO_D,Bay8,Bay7,M67,97.992,16336.26,19263.0,19939.5,676.5,2926.74,0.0
6456,L00206,26,CVD,M32,CVD_B,Bay4,Bay3,M28,86.992,19267.644,19267.644,19542.144,274.5,0.0,0.0
5543,L00004,23,PHOTO,M54,PHOTO_C,Bay6,Bay1,M10,191.945,16406.125,19268.25,19944.75,676.5,2862.125,0.0
6415,L00217,37,METRO,M76,METRO_C,Bay8,Bay5,M47,230.338,19285.18,19285.18,19449.43,164.25,0.0,0.0
6413,L00305,19,METRO,M94,METRO_D,Bay10,Bay4,M31,247.938,19289.688,19289.688,19471.188,181.5,0.0,729.75
6410,L00281,21,IMP,M70,IMP_C,Bay7,Bay4,M32,255.53,19293.248999999996,19293.248999999996,19761.998999999996,468.75,0.0,0.0
6448,L00389,10,ETCH,M93,ETCH_D,Bay10,Bay8,M71,131.984,19294.484,19294.484,19461.734,167.25,0.0,9272.247000000001
6399,L00453,2,CVD,M16,CVD_A,Bay2,Bay9,M84,268.73,19277.467,19296.086,19907.336,611.25,18.618999999998778,18691.704999999998
6450,L00006,27,IMP,M26,IMP_B,Bay3,Bay2,M13,121.977,19292.633,19296.977,19438.727,141.75,4.3439999999973224,0.0
5560,L00165,23,PHOTO,M44,PHOTO_B,Bay5,Bay1,M7,172.792,16432.678,19299.0,19975.5,676.5,2866.322,0.0
6480,L00125,24,ETCH,M45,ETCH_B,Bay5,Bay5,M43,42.0,19299.0,19299.0,19470.0,171.0,0.0,0.0
6476,L00013,34,IMP,M100,IMP_F,Bay10,Bay10,M96,64.0,19304.826,19304.826,19441.326,136.5,0.0,0.0
5547,L00176,35,PHOTO,M51,PHOTO_C,Bay6,Bay9,M88,250.699,16479.76,19311.0,19525.5,214.5,2831.2400000000016,0.0
6441,L00086,26,CVD,M31,CVD_B,Bay4,Bay10,M98,163.345,19312.659000000003,19316.25,19590.75,274.5,3.5909999999967113,0.0
6464,L00248,28,CMP,M68,CMP_C,Bay7,Bay7,M70,118.784,19318.214,19318.214,19751.714,433.5,0.0,0.0
6426,L00247,27,IMP,M27,IMP_B,Bay3,Bay4,M33,51.792,19168.267000000003,19323.655,19465.405,141.75,155.38799999999537,0.0
6447,L00017,38,ETCH,M60,ETCH_C,Bay6,Bay3,M30,162.138,19324.113999999998,19324.113999999998,19436.613999999998,112.5,0.0,0.0
6479,L00218,39,IMP,M89,IMP_E,Bay9,Bay10,M93,73.792,19330.026,19330.026,19538.526,208.5,0.0,0.0
6429,L00056,37,METRO,M96,METRO_D,Bay10,Bay6,M57,213.384,19333.976,19333.976,19498.226,164.25,0.0,0.0
6443,L00309,18,CVD,M61,CVD_C,Bay7,Bay6,M58,75.992,19227.834,19340.25,19504.5,164.25,112.41600000000108,1223.25
6486,L00252,30,ETCH,M57,ETCH_C,Bay6,Bay6,M54,71.592,19339.842,19341.592,19875.592,534.0,1.75,0.0
6457,L00097,39,IMP,M20,IMP_A,Bay2,Bay1,M4,150.577,19338.633,19344.078999999998,19552.578999999998,208.5,5.445999999996275,0.0
6425,L00454,2,CVD,M14,CVD_A,Bay2,Bay7,M68,213.945,19322.875,19351.5,19962.75,611.25,28.625,18834.786
6416,L00384,11,CVD,M81,CVD_D,Bay9,Bay5,M45,214.938,19269.957,19352.25,19843.5,491.25,82.29300000000148,8488.884
6431,L00372,14,METRO,M95,METRO_D,Bay10,Bay9,M85,131.984,19256.668,19358.386,19602.886,244.5,101.71799999999712,7123.5
5555,L00426,3,PHOTO,M21,PHOTO_A,Bay3,Bay4,M35,221.33,16473.08,19359.0,19621.5,262.5,2885.9199999999983,14890.627
5558,L00016,35,PHOTO,M22,PHOTO_A,Bay3,Bay8,M79,180.945,16439.737,19359.0,19573.5,214.5,2919.262999999999,0.0
6461,L00047,28,CMP,M10,CMP_A,Bay1,Bay9,M88,166.538,19360.165,19360.165,19793.665,433.5,0.0,0.0
6423,L00257,37,METRO,M98,METRO_D,Bay10,Bay5,M50,254.538,19354.365,19360.814000000002,19525.064000000002,164.25,6.449000000000524,0.0
5591,L00136,35,PHOTO,M43,PHOTO_B,Bay5,Bay10,M100,180.945,16544.853000000003,19363.5,19578.0,214.5,2818.646999999997,0.0
6449,L00045,24,ETCH,M6,ETCH_A,Bay1,Bay3,M23,198.122,19368.122,19368.122,19539.122,171.0,0.0,0.0
6477,L00057,40,METRO,M75,METRO_C,Bay8,Bay7,M69,108.992,19354.334,19372.184,19681.934,309.75,17.850000000002183,0.0
6459,L00377,13,CMP,M38,CMP_B,Bay4,Bay2,M17,186.984,19378.097,19378.097,19580.597,202.5,0.0,7645.564
5580,L00313,16,PHOTO,M74,PHOTO_D,Bay8,Bay5,M43,239.138,16560.638,19380.75,19487.25,106.5,2820.112000000001,1519.5
5578,L00245,23,PHOTO,M42,PHOTO_B,Bay5,Bay1,M9,128.792,16448.891,19383.0,20059.5,676.5,2934.1090000000004,0.0
6421,L00371,14,METRO,M78,METRO_C,Bay8,Bay4,M37,256.738,19341.564000000002,19384.428,19628.928,244.5,42.86399999999776,6851.63
6455,L00298,38,ETCH,M2,ETCH_A,Bay1,Bay8,M75,208.338,19388.522,19388.522,19501.022,112.5,0.0,0.0
6493,L00420,4,ETCH,M49,ETCH_B,Bay5,Bay5,M44,93.592,19392.592,19392.592,20036.092,643.5,0.0,14315.902000000002
5601,L00338,15,PHOTO,M52,PHOTO_C,Bay6,Bay4,M39,128.145,16519.256,19393.5,19784.25,390.75,2874.243999999999,3613.5
6446,L00387,11,CVD,M12,CVD_A,Bay2,Bay1,M2,171.584,19332.721999999998,19394.794,19886.044,491.25,62.072000000003754,8816.149
6492,L00167,28,CMP,M85,CMP_D,Bay9,Bay8,M80,97.992,19396.072,19396.072,19829.572,433.5,0.0,0.0
5597,L00425,3,PHOTO,M41,PHOTO_B,Bay5,Bay2,M13,171.584,16542.584,19400.25,19662.75,262.5,2857.666000000001,14948.729000000001
6460,L00121,22,CMP,M9,CMP_A,Bay1,Bay3,M25,209.122,19400.414,19400.414,19580.414,180.0,0.0,0.0
5569,L00340,15,PHOTO,M24,PHOTO_A,Bay3,Bay4,M40,281.605,16574.982,19409.25,19800.0,390.75,2834.268,3651.75
6490,L00306,19,METRO,M30,METRO_A,Bay3,Bay2,M16,114.384,19410.469999999998,19410.469999999998,19591.969999999998,181.5,0.0,929.25
5614,L00204,23,PHOTO,M53,PHOTO_C,Bay6,Bay4,M38,150.145,16569.221,19410.75,20087.25,676.5,2841.5289999999986,0.0
6452,L00052,31,CVD,M63,CVD_C,Bay7,Bay5,M46,172.145,19345.737,19413.75,19894.5,480.75,68.01299999999901,0.0
6494,L00005,24,ETCH,M56,ETCH_C,Bay6,Bay6,M51,93.592,19404.592,19417.722,19588.722,171.0,13.130000000001019,0.0
6505,L00379,12,IMP,M17,IMP_A,Bay2,Bay2,M14,71.592,19423.092,19423.092,19804.842,381.75,0.0,7934.634
5599,L00336,15,PHOTO,M73,PHOTO_D,Bay8,Bay8,M75,278.099,16655.236,19425.0,19815.75,390.75,2769.763999999999,3321.75
6483,L00414,6,ETCH,M5,ETCH_A,Bay1,Bay10,M97,165.545,19425.175,19425.175,19564.675,139.5,0.0,13044.802000000001
6467,L00455,2,CVD,M13,CVD_A,Bay2,Bay7,M67,213.945,19426.171,19426.171,20037.421,611.25,0.0,18997.726
6435,L00416,5,METRO,M77,METRO_C,Bay8,Bay6,M56,186.984,19321.326,19427.73,19666.23,238.5,106.40399999999863,13354.344000000001
6453,L00293,33,METRO,M28,METRO_A,Bay3,Bay8,M79,252.338,19429.415,19429.415,19621.415,192.0,0.0,0.0
5595,L00337,15,PHOTO,M23,PHOTO_A,Bay3,Bay10,M98,167.745,16534.875,19432.5,19823.25,390.75,2897.625,3519.0
6484,L00308,17,ETCH,M92,ETCH_D,Bay10,Bay8,M72,175.984,19438.984,19438.984,19542.484,103.5,0.0,1221.0
6437,L00417,5,METRO,M97,METRO_D,Bay10,Bay10,M93,82.592,19226.326,19441.13,19679.63,238.5,214.8040000000001,13458.480000000001
6527,L00458,1,CMP,M67,CMP_C,Bay7,ENTRY,ENTRY,0.0,19405.639,19449.326,19663.826,214.5,43.68700000000172,19405.639
6502,L00303,20,CVD,M33,CVD_B,Bay4,Bay3,M30,75.992,19419.467999999997,19451.244000000002,19616.244000000002,165.0,31.776000000005297,521.25
6474,L00413,7,IMP,M87,IMP_E,Bay9,Bay5,M50,212.738,19452.065000000002,19452.065000000002,19639.565000000002,187.5,0.0,12985.890000000001
6495,L00287,27,IMP,M27,IMP_B,Bay3,Bay4,M31,73.792,19390.042,19465.405,19607.155,141.75,75.36299999999756,0.0
6521,L00421,4,ETCH,M46,ETCH_B,Bay5,Bay5,M42,82.592,19465.592,19465.592,20109.092,643.5,0.0,14446.979000000001
6517,L00053,34,IMP,M86,IMP_E,Bay9,Bay8,M75,95.577,19467.761000000002,19467.761000000002,19604.261000000002,136.5,0.0,0.0
6526,L00390,10,ETCH,M45,ETCH_B,Bay5,Bay5,M41,64.0,19464.25,19470.0,19637.25,167.25,5.75,9433.977
6471,L00246,25,METRO,M94,METRO_D,Bay10,Bay5,M47,224.945,19450.787,19471.188,19682.688,211.5,20.40099999999802,0.0
6488,L00310,18,CVD,M65,CVD_C,Bay7,Bay5,M46,194.145,19471.237,19471.237,19635.487,164.25,0.0,1297.5
6463,L00207,28,CMP,M36,CMP_B,Bay4,Bay9,M86,276.538,19474.791000000005,19474.791000000005,19908.291000000005,433.5,0.0,0.0
6514,L00311,17,ETCH,M50,ETCH_B,Bay5,Bay5,M43,115.592,19479.092,19479.092,19582.592,103.5,0.0,1341.0
6458,L00133,32,IMP,M69,IMP_C,Bay7,Bay2,M11,290.73,19479.48,19479.48,19653.48,174.0,0.0,0.0
6489,L00177,38,ETCH,M4,ETCH_A,Bay1,Bay8,M76,200.745,19484.306,19484.306,19596.806,112.5,0.0,0.0
5622,L00339,15,PHOTO,M74,PHOTO_D,Bay8,Bay8,M78,303.507,16749.259000000002,19487.25,19878.0,390.75,2737.990999999998,3564.75
6470,L00386,11,CVD,M61,CVD_C,Bay7,Bay5,M45,179.738,19402.007,19504.5,19995.75,491.25,102.49299999999857,8879.039999999999
6515,L00415,7,IMP,M19,IMP_A,Bay2,Bay1,M5,128.577,19493.448,19506.063000000002,19693.563000000002,187.5,12.6150000000016,13071.413
6499,L00213,32,IMP,M79,IMP_D,Bay8,Bay7,M61,172.577,19512.827,19512.827,19686.827,174.0,0.0,0.0
6524,L00393,10,ETCH,M60,ETCH_C,Bay6,Bay6,M52,126.592,19520.092,19520.092,19687.342,167.25,0.0,9743.727
6518,L00093,34,IMP,M26,IMP_B,Bay3,Bay3,M28,150.93,19523.582000000002,19523.582000000002,19660.082000000002,136.5,0.0,0.0
6519,L00085,24,ETCH,M91,ETCH_D,Bay10,Bay8,M74,142.984,19523.734,19523.734,19694.734,171.0,0.0,0.0
6478,L00418,5,METRO,M98,METRO_D,Bay10,Bay5,M48,276.538,19523.399,19525.064000000002,19763.564000000002,238.5,1.6650000000008731,13562.508999999998
5620,L00392,9,PHOTO,M51,PHOTO_C,Bay6,Bay4,M37,139.145,16579.345,19525.5,19774.5,249.0,2946.154999999999,9735.768
6487,L00286,26,CVD,M35,CVD_B,Bay4,Bay10,M94,256.738,19527.275,19527.275,19801.775,274.5,0.0,0.0
6503,L00178,40,METRO,M40,METRO_B,Bay4,Bay2,M20,109.984,19454.063,19536.564000000002,19846.314000000002,309.75,82.50100000000384,0.0
6509,L00173,32,IMP,M89,IMP_E,Bay9,Bay7,M65,174.561,19531.933,19538.526,19712.526,174.0,6.593000000000757,0.0
6485,L00297,37,METRO,M39,METRO_B,Bay4,Bay1,M1,273.346,19538.734,19538.734,19702.984,164.25,0.0,0.0
6513,L00126,26,CVD,M32,CVD_B,Bay4,Bay10,M98,174.345,19535.159000000003,19542.144,19816.644,274.5,6.984999999996944,0.0
6498,L00307,19,METRO,M29,METRO_A,Bay3,Bay2,M13,154.977,19489.883,19544.576,19726.076,181.5,54.6929999999993,947.25
6542,L00374,14,METRO,M96,METRO_D,Bay10,Bay9,M84,106.577,19552.399,19552.399,19796.899,244.5,0.0,7236.0
6496,L00378,13,CMP,M83,CMP_D,Bay9,Bay3,M27,231.545,19555.199999999997,19555.199999999997,19757.699999999997,202.5,0.0,7773.227
6491,L00376,13,CMP,M8,CMP_A,Bay1,Bay3,M26,168.53,19465.506999999998,19559.849000000002,19762.349000000002,202.5,94.34200000000419,7562.349
6510,L00137,38,ETCH,M5,ETCH_A,Bay1,Bay10,M95,206.138,19564.523999999998,19564.675,19677.175,112.5,0.15100000000165892,0.0
6511,L00205,24,ETCH,M55,ETCH_C,Bay6,Bay3,M21,206.138,19565.138,19565.138,19736.138,171.0,0.0,0.0
5635,L00342,15,PHOTO,M22,PHOTO_A,Bay3,Bay3,M28,292.722,16805.371000000003,19573.5,19964.25,390.75,2768.128999999997,3961.5
5634,L00164,23,PHOTO,M43,PHOTO_B,Bay5,Bay7,M67,266.745,16765.808999999997,19578.0,20254.5,676.5,2812.1910000000025,0.0
6501,L00092,31,CVD,M64,CVD_C,Bay7,Bay5,M49,150.145,19492.006,19581.071,20061.821,480.75,89.06499999999869,0.0
6475,L00375,13,CMP,M84,CMP_D,Bay9,Bay9,M87,341.883,19581.475000000002,19581.475000000002,19783.975000000002,202.5,0.0,7401.6990000000005
6481,L00001,22,CMP,M66,CMP_C,Bay7,Bay9,M89,329.675,19586.802,19586.802,19766.802,180.0,0.0,0.0
6504,L00388,11,CVD,M31,CVD_B,Bay4,Bay1,M6,133.192,19477.814,19590.75,20082.0,491.25,112.93600000000151,9300.106
6532,L00096,37,METRO,M76,METRO_C,Bay8,Bay6,M56,177.969,19595.691000000003,19595.691000000003,19759.941000000003,164.25,0.0,0.0
6539,L00006,28,CMP,M7,CMP_A,Bay1,Bay3,M26,157.53,19596.256999999998,19596.256999999998,20029.756999999998,433.5,0.0,0.0
6547,L00419,5,METRO,M95,METRO_D,Bay10,Bay10,M91,64.0,19516.484,19602.886,19841.386,238.5,86.40199999999822,13744.85
6530,L00383,12,IMP,M90,IMP_E,Bay9,Bay7,M63,192.377,19606.127,19606.127,19987.877,381.75,0.0,8467.375
6546,L00046,27,IMP,M27,IMP_B,Bay3,Bay4,M33,51.792,19503.036000000004,19607.155,19748.905,141.75,104.11899999999514,0.0
6533,L00412,8,CMP,M38,CMP_B,Bay4,Bay2,M17,186.984,19607.432,19607.432,19869.932,262.5,0.0,12999.577
6528,L00423,4,ETCH,M50,ETCH_B,Bay5,Bay3,M24,205.361,19614.611,19614.611,20258.111,643.5,0.0,14595.190999999999
6545,L00217,38,ETCH,M1,ETCH_A,Bay1,Bay8,M76,167.745,19617.175,19617.175,19729.675,112.5,0.0,0.0
6560,L00176,36,ETCH,M56,ETCH_C,Bay6,Bay6,M51,93.592,19619.092,19619.092,19808.842,189.75,0.0,0.0
6500,L00312,18,CVD,M15,CVD_A,Bay2,Bay6,M57,253.545,19595.137,19619.25,19783.5,164.25,24.113000000001193,1474.5
5628,L00216,35,PHOTO,M21,PHOTO_A,Bay3,Bay7,M69,187.545,16665.308999999997,19621.5,19836.0,214.5,2956.1910000000025,0.0
6537,L00422,4,ETCH,M6,ETCH_A,Bay1,Bay3,M23,198.122,19630.622,19630.622,20274.122,643.5,0.0,14444.218
6520,L00258,40,METRO,M78,METRO_C,Bay8,Bay10,M99,252.891,19633.967,19633.967,19943.717,309.75,0.0,0.0
6529,L00424,4,ETCH,M93,ETCH_D,Bay10,Bay6,M53,224.384,19635.134,19635.134,20278.634,643.5,0.0,14754.514
6543,L00012,31,CVD,M65,CVD_C,Bay7,Bay6,M55,131.984,19577.872,19635.487,20116.237,480.75,57.6150000000016,0.0
6540,L00302,20,CVD,M33,CVD_B,Bay4,Bay10,M97,196.345,19637.475000000002,19637.475000000002,19802.475000000002,165.0,0.0,309.75
6538,L00017,39,IMP,M87,IMP_E,Bay9,Bay6,M60,160.584,19597.197999999997,19639.565000000002,19848.065000000002,208.5,42.367000000005646,0.0
6567,L00097,40,METRO,M30,METRO_A,Bay3,Bay2,M20,92.384,19644.962999999996,19644.962999999996,19954.712999999996,309.75,0.0,0.0
6523,L00380,12,IMP,M80,IMP_D,Bay8,Bay4,M35,253.33,19645.721,19645.721,20027.471,381.75,0.0,8008.106000000001
6556,L00298,39,IMP,M25,IMP_B,Bay3,Bay1,M2,149.369,19650.391,19650.391,19858.891,208.5,0.0,0.0
6554,L00056,38,ETCH,M3,ETCH_A,Bay1,Bay10,M96,154.545,19652.770999999997,19652.770999999997,19765.270999999997,112.5,0.0,0.0
6550,L00247,28,CMP,M37,CMP_B,Bay4,Bay3,M27,131.984,19597.389,19660.486,20093.986,433.5,63.09700000000157,0.0
6571,L00136,36,ETCH,M47,ETCH_B,Bay5,Bay5,M43,82.592,19660.592,19660.592,19850.342,189.75,0.0,0.0
5637,L00011,29,PHOTO,M41,PHOTO_B,Bay5,Bay1,M8,128.792,16646.36,19662.75,19856.25,193.5,3016.3899999999994,0.0
6561,L00460,1,CMP,M67,CMP_C,Bay7,ENTRY,ENTRY,0.0,19536.564000000002,19663.826,19878.326,214.5,127.2619999999988,19536.564000000002
6564,L00206,27,IMP,M26,IMP_B,Bay3,Bay4,M32,123.538,19665.682,19665.682,19807.432,141.75,0.0,0.0
6522,L00304,20,CVD,M34,CVD_B,Bay4,Bay8,M78,231.545,19615.972999999998,19666.494000000002,19831.494000000002,165.0,50.52100000000428,619.5
6559,L00257,38,ETCH,M4,ETCH_A,Bay1,Bay10,M98,143.545,19668.609,19668.609,19781.109,112.5,0.0,0.0
6531,L00456,2,CVD,M11,CVD_A,Bay2,Bay7,M66,202.945,19620.373,19680.0,20291.25,611.25,59.62700000000041,19202.928
6569,L00414,7,IMP,M18,IMP_A,Bay2,Bay1,M5,117.577,19682.252,19682.252,19869.752,187.5,0.0,13044.802000000001
